,State Code,County Code,Latitude,Longitude,Date Local,State Name,County Name,City Name,AQI PM 10,1st Max Value PM 10,1st Max Hour PM 10,Arithmetic Mean PM 10
238,1,73,33.499722,-86.924167,2022-08-31,Alabama,Jefferson,Birmingham,15.0,16.0,23,16.0
239,1,73,33.499722,-86.924167,2022-09-01,Alabama,Jefferson,Birmingham,20.0,22.0,23,22.0
240,1,73,33.499722,-86.924167,2022-09-02,Alabama,Jefferson,Birmingham,15.0,16.0,23,16.0
241,1,73,33.499722,-86.924167,2022-09-03,Alabama,Jefferson,Birmingham,12.0,13.0,23,13.0
242,1,73,33.499722,-86.924167,2022-09-04,Alabama,Jefferson,Birmingham,12.0,13.0,23,13.0
243,1,73,33.499722,-86.924167,2022-09-05,Alabama,Jefferson,Birmingham,14.0,15.0,23,15.0
244,1,73,33.499722,-86.924167,2022-09-06,Alabama,Jefferson,Birmingham,21.0,23.0,23,23.0
245,1,73,33.499722,-86.924167,2022-09-07,Alabama,Jefferson,Birmingham,16.0,17.0,23,17.0
246,1,73,33.499722,-86.924167,2022-09-08,Alabama,Jefferson,Birmingham,15.0,16.0,23,16.0
247,1,73,33.499722,-86.924167,2022-09-09,Alabama,Jefferson,Birmingham,15.0,16.0,23,16.0
249,1,73,33.499722,-86.924167,2022-09-11,Alabama,Jefferson,Birmingham,11.0,12.0,23,12.0
250,1,73,33.499722,-86.924167,2022-09-12,Alabama,Jefferson,Birmingham,13.0,14.0,23,14.0
251,1,73,33.499722,-86.924167,2022-09-13,Alabama,Jefferson,Birmingham,19.0,21.0,23,21.0
252,1,73,33.499722,-86.924167,2022-09-14,Alabama,Jefferson,Birmingham,19.0,20.0,23,20.0
253,1,73,33.499722,-86.924167,2022-09-15,Alabama,Jefferson,Birmingham,18.0,19.0,23,19.0
254,1,73,33.499722,-86.924167,2022-09-16,Alabama,Jefferson,Birmingham,22.0,24.0,23,24.0
255,1,73,33.499722,-86.924167,2022-09-17,Alabama,Jefferson,Birmingham,19.0,20.0,23,20.0
256,1,73,33.499722,-86.924167,2022-09-18,Alabama,Jefferson,Birmingham,18.0,19.0,23,19.0
