,State Code,County Code,Latitude,Longitude,Date Local,State Name,County Name,City Name,AQI CO,1st Max Value CO,1st Max Hour CO,Arithmetic Mean CO
17845,6,37,34.06703,-117.7514,2022-11-14,California,Los Angeles,Pomona,8.0,0.7,1,0.516667
17846,6,37,34.06703,-117.7514,2022-11-15,California,Los Angeles,Pomona,8.0,0.7,0,0.61875
17847,6,37,34.06703,-117.7514,2022-11-16,California,Los Angeles,Pomona,9.0,0.8,23,0.566667
17848,6,37,34.06703,-117.7514,2022-11-17,California,Los Angeles,Pomona,9.0,0.8,0,0.491667
17849,6,37,34.06703,-117.7514,2022-11-18,California,Los Angeles,Pomona,9.0,0.8,8,0.5875
17850,6,37,34.06703,-117.7514,2022-11-19,California,Los Angeles,Pomona,8.0,0.7,0,0.5
17851,6,37,34.06703,-117.7514,2022-11-20,California,Los Angeles,Pomona,8.0,0.7,0,0.4875
17852,6,37,34.06703,-117.7514,2022-11-21,California,Los Angeles,Pomona,8.0,0.7,0,0.504167
17853,6,37,34.06703,-117.7514,2022-11-22,California,Los Angeles,Pomona,9.0,0.8,23,0.529167
17854,6,37,34.06703,-117.7514,2022-11-23,California,Los Angeles,Pomona,9.0,0.8,0,0.704167
17855,6,37,34.06703,-117.7514,2022-11-24,California,Los Angeles,Pomona,9.0,0.8,0,0.470833
17856,6,37,34.06703,-117.7514,2022-11-25,California,Los Angeles,Pomona,9.0,0.8,1,0.458333
17857,6,37,34.06703,-117.7514,2022-11-26,California,Los Angeles,Pomona,8.0,0.7,0,0.545833
17858,6,37,34.06703,-117.7514,2022-11-27,California,Los Angeles,Pomona,8.0,0.7,0,0.541667
17859,6,37,34.06703,-117.7514,2022-11-28,California,Los Angeles,Pomona,7.0,0.6,0,0.379167
17860,6,37,34.06703,-117.7514,2022-11-29,California,Los Angeles,Pomona,5.0,0.4,22,0.266667
17861,6,37,34.06703,-117.7514,2022-11-30,California,Los Angeles,Pomona,7.0,0.6,7,0.425
17862,6,37,34.06703,-117.7514,2022-12-01,California,Los Angeles,Pomona,3.0,0.3,0,0.225
17863,6,37,34.06703,-117.7514,2022-12-02,California,Los Angeles,Pomona,8.0,0.7,23,0.275
17864,6,37,34.06703,-117.7514,2022-12-03,California,Los Angeles,Pomona,10.0,0.9,3,0.633333
17865,6,37,34.06703,-117.7514,2022-12-04,California,Los Angeles,Pomona,8.0,0.7,0,0.5375
17866,6,37,34.06703,-117.7514,2022-12-05,California,Los Angeles,Pomona,5.0,0.4,22,0.275
17868,6,37,34.06703,-117.7514,2022-12-07,California,Los Angeles,Pomona,9.0,0.8,8,0.525
17869,6,37,34.06703,-117.7514,2022-12-08,California,Los Angeles,Pomona,8.0,0.7,7,0.6
17870,6,37,34.06703,-117.7514,2022-12-09,California,Los Angeles,Pomona,8.0,0.7,1,0.5875
17871,6,37,34.06703,-117.7514,2022-12-10,California,Los Angeles,Pomona,10.0,0.9,8,0.554167
17872,6,37,34.06703,-117.7514,2022-12-11,California,Los Angeles,Pomona,6.0,0.5,23,0.2375
17873,6,37,34.06703,-117.7514,2022-12-12,California,Los Angeles,Pomona,7.0,0.6,0,0.433333
17874,6,37,34.06703,-117.7514,2022-12-13,California,Los Angeles,Pomona,9.0,0.8,7,0.516667
17875,6,37,34.06703,-117.7514,2022-12-14,California,Los Angeles,Pomona,9.0,0.8,7,0.6125
17876,6,37,34.06703,-117.7514,2022-12-15,California,Los Angeles,Pomona,11.0,1.0,8,0.725
17877,6,37,34.06703,-117.7514,2022-12-16,California,Los Angeles,Pomona,9.0,0.8,0,0.604167
17878,6,37,34.06703,-117.7514,2022-12-17,California,Los Angeles,Pomona,10.0,0.9,1,0.579167
17879,6,37,34.06703,-117.7514,2022-12-18,California,Los Angeles,Pomona,11.0,1.0,0,0.654167
17880,6,37,34.06703,-117.7514,2022-12-19,California,Los Angeles,Pomona,11.0,1.0,8,0.758333
17881,6,37,34.06703,-117.7514,2022-12-20,California,Los Angeles,Pomona,11.0,1.0,13,0.758333
17882,6,37,34.06703,-117.7514,2022-12-21,California,Los Angeles,Pomona,9.0,0.8,0,0.7
17883,6,37,34.06703,-117.7514,2022-12-22,California,Los Angeles,Pomona,10.0,0.9,0,0.80625
17884,6,37,34.06703,-117.7514,2022-12-23,California,Los Angeles,Pomona,13.0,1.1,22,0.882353
17885,6,37,34.06703,-117.7514,2022-12-24,California,Los Angeles,Pomona,13.0,1.1,0,0.65
17886,6,37,34.06703,-117.7514,2022-12-25,California,Los Angeles,Pomona,10.0,0.9,0,0.583333
17887,6,37,34.06703,-117.7514,2022-12-26,California,Los Angeles,Pomona,9.0,0.8,0,0.595833
17888,6,37,34.06703,-117.7514,2022-12-27,California,Los Angeles,Pomona,10.0,0.9,9,0.683333
17889,6,37,34.06703,-117.7514,2022-12-28,California,Los Angeles,Pomona,3.0,0.3,0,0.270833
17890,6,37,34.06703,-117.7514,2022-12-29,California,Los Angeles,Pomona,5.0,0.4,8,0.3125
17891,6,37,34.06703,-117.7514,2022-12-30,California,Los Angeles,Pomona,3.0,0.3,0,0.3
17892,6,37,34.06703,-117.7514,2023-01-01,California,Los Angeles,Pomona,6.0,0.5,23,0.242105
17893,6,37,34.06703,-117.7514,2023-01-02,California,Los Angeles,Pomona,7.0,0.6,0,0.45
17894,6,37,34.06703,-117.7514,2023-01-03,California,Los Angeles,Pomona,5.0,0.4,0,0.279167
17895,6,37,34.06703,-117.7514,2023-01-04,California,Los Angeles,Pomona,6.0,0.5,6,0.375
17896,6,37,34.06703,-117.7514,2023-01-05,California,Los Angeles,Pomona,5.0,0.4,22,0.254167
17897,6,37,34.06703,-117.7514,2023-01-06,California,Los Angeles,Pomona,8.0,0.7,22,0.483333
17898,6,37,34.06703,-117.7514,2023-01-07,California,Los Angeles,Pomona,10.0,0.9,23,0.65
17899,6,37,34.06703,-117.7514,2023-01-08,California,Los Angeles,Pomona,11.0,1.0,2,0.708333
17900,6,37,34.06703,-117.7514,2023-01-09,California,Los Angeles,Pomona,8.0,0.7,0,0.479167
17901,6,37,34.06703,-117.7514,2023-01-10,California,Los Angeles,Pomona,6.0,0.5,23,0.2875
17902,6,37,34.06703,-117.7514,2023-01-11,California,Los Angeles,Pomona,9.0,0.8,10,0.575
17903,6,37,34.06703,-117.7514,2023-01-12,California,Los Angeles,Pomona,9.0,0.8,0,0.595833
17904,6,37,34.06703,-117.7514,2023-01-13,California,Los Angeles,Pomona,10.0,0.9,8,0.741667
17905,6,37,34.06703,-117.7514,2023-01-14,California,Los Angeles,Pomona,15.0,1.3,7,0.875
17906,6,37,34.06703,-117.7514,2023-01-15,California,Los Angeles,Pomona,5.0,0.4,0,0.3
17907,6,37,34.06703,-117.7514,2023-01-16,California,Los Angeles,Pomona,3.0,0.3,0,0.254167
17908,6,37,34.06703,-117.7514,2023-01-17,California,Los Angeles,Pomona,7.0,0.6,7,0.4375
17909,6,37,34.06703,-117.7514,2023-01-18,California,Los Angeles,Pomona,9.0,0.8,7,0.620833
17910,6,37,34.06703,-117.7514,2023-01-19,California,Los Angeles,Pomona,10.0,0.9,9,0.645833
17911,6,37,34.06703,-117.7514,2023-01-20,California,Los Angeles,Pomona,8.0,0.7,9,0.529167
17912,6,37,34.06703,-117.7514,2023-01-21,California,Los Angeles,Pomona,10.0,0.9,23,0.658333
17913,6,37,34.06703,-117.7514,2023-01-22,California,Los Angeles,Pomona,11.0,1.0,1,0.645833
17914,6,37,34.06703,-117.7514,2023-01-23,California,Los Angeles,Pomona,8.0,0.7,23,0.4125
17915,6,37,34.06703,-117.7514,2023-01-24,California,Los Angeles,Pomona,9.0,0.8,23,0.6625
17916,6,37,34.06703,-117.7514,2023-01-25,California,Los Angeles,Pomona,10.0,0.9,1,0.65
17917,6,37,34.06703,-117.7514,2023-01-26,California,Los Angeles,Pomona,8.0,0.7,1,0.470833
17918,6,37,34.06703,-117.7514,2023-01-27,California,Los Angeles,Pomona,9.0,0.8,8,0.595833
17919,6,37,34.06703,-117.7514,2023-01-28,California,Los Angeles,Pomona,9.0,0.8,1,0.575
17920,6,37,34.06703,-117.7514,2023-01-29,California,Los Angeles,Pomona,3.0,0.3,0,0.245833
17921,6,37,34.06703,-117.7514,2023-01-30,California,Los Angeles,Pomona,3.0,0.3,0,0.233333
17922,6,37,34.06703,-117.7514,2023-01-31,California,Los Angeles,Pomona,8.0,0.7,7,0.433333
17923,6,37,34.06703,-117.7514,2023-02-01,California,Los Angeles,Pomona,8.0,0.7,7,0.541667
17924,6,37,34.06703,-117.7514,2023-02-02,California,Los Angeles,Pomona,10.0,0.9,23,0.679167
17925,6,37,34.06703,-117.7514,2023-02-03,California,Los Angeles,Pomona,10.0,0.9,0,0.766667
17926,6,37,34.06703,-117.7514,2023-02-04,California,Los Angeles,Pomona,10.0,0.9,1,0.695833
17927,6,37,34.06703,-117.7514,2023-02-05,California,Los Angeles,Pomona,10.0,0.9,1,0.558333
17928,6,37,34.06703,-117.7514,2023-02-06,California,Los Angeles,Pomona,6.0,0.5,7,0.358333
17929,6,37,34.06703,-117.7514,2023-02-07,California,Los Angeles,Pomona,7.0,0.6,0,0.4875
17930,6,37,34.06703,-117.7514,2023-02-08,California,Los Angeles,Pomona,8.0,0.7,1,0.545833
17931,6,37,34.06703,-117.7514,2023-02-09,California,Los Angeles,Pomona,8.0,0.7,0,0.5875
17932,6,37,34.06703,-117.7514,2023-02-10,California,Los Angeles,Pomona,6.0,0.5,0,0.420833
17933,6,37,34.06703,-117.7514,2023-02-11,California,Los Angeles,Pomona,8.0,0.7,2,0.429167
17934,6,37,34.06703,-117.7514,2023-02-12,California,Los Angeles,Pomona,5.0,0.4,2,0.279167
17935,6,37,34.06703,-117.7514,2023-02-13,California,Los Angeles,Pomona,5.0,0.4,2,0.254167
17936,6,37,34.06703,-117.7514,2023-02-14,California,Los Angeles,Pomona,3.0,0.3,7,0.179167
17937,6,37,34.06703,-117.7514,2023-02-15,California,Los Angeles,Pomona,7.0,0.6,10,0.35625
17938,6,37,34.06703,-117.7514,2023-02-16,California,Los Angeles,Pomona,8.0,0.7,2,0.664286
17939,6,37,34.06703,-117.7514,2023-02-17,California,Los Angeles,Pomona,7.0,0.6,0,0.466667
17940,6,37,34.06703,-117.7514,2023-02-18,California,Los Angeles,Pomona,7.0,0.6,0,0.4625
17941,6,37,34.06703,-117.7514,2023-02-19,California,Los Angeles,Pomona,9.0,0.8,2,0.483333
17942,6,37,34.06703,-117.7514,2023-02-20,California,Los Angeles,Pomona,6.0,0.5,1,0.483333
17943,6,37,34.06703,-117.7514,2023-02-22,California,Los Angeles,Pomona,5.0,0.4,19,0.4
17944,6,37,34.06703,-117.7514,2023-02-23,California,Los Angeles,Pomona,7.0,0.6,19,0.414286
17945,6,37,34.06703,-117.7514,2023-02-24,California,Los Angeles,Pomona,7.0,0.6,0,0.466667
17946,6,37,34.06703,-117.7514,2023-03-03,California,Los Angeles,Pomona,5.0,0.4,22,0.328571
17947,6,37,34.06703,-117.7514,2023-03-04,California,Los Angeles,Pomona,8.0,0.7,6,0.4125
17948,6,37,34.06703,-117.7514,2023-03-05,California,Los Angeles,Pomona,5.0,0.4,6,0.279167
17949,6,37,34.06703,-117.7514,2023-03-06,California,Los Angeles,Pomona,3.0,0.3,21,0.2125
17950,6,37,34.06703,-117.7514,2023-03-07,California,Los Angeles,Pomona,6.0,0.5,7,0.35
17952,6,37,34.06703,-117.7514,2023-03-09,California,Los Angeles,Pomona,8.0,0.7,8,0.475
17953,6,37,34.06703,-117.7514,2023-03-10,California,Los Angeles,Pomona,5.0,0.4,0,0.316667
17954,6,37,34.06703,-117.7514,2023-03-11,California,Los Angeles,Pomona,5.0,0.4,0,0.275
17955,6,37,34.06703,-117.7514,2023-03-12,California,Los Angeles,Pomona,3.0,0.3,7,0.208333
17956,6,37,34.06703,-117.7514,2023-03-13,California,Los Angeles,Pomona,3.0,0.3,7,0.266667
17957,6,37,34.06703,-117.7514,2023-03-14,California,Los Angeles,Pomona,5.0,0.4,8,0.270833
17958,6,37,34.06703,-117.7514,2023-03-15,California,Los Angeles,Pomona,2.0,0.2,0,0.2
17959,6,37,34.06703,-117.7514,2023-03-16,California,Los Angeles,Pomona,3.0,0.3,18,0.225
17961,6,37,34.06703,-117.7514,2023-03-18,California,Los Angeles,Pomona,7.0,0.6,0,0.416667
17962,6,37,34.06703,-117.7514,2023-03-19,California,Los Angeles,Pomona,6.0,0.5,0,0.329167
17963,6,37,34.06703,-117.7514,2023-03-20,California,Los Angeles,Pomona,3.0,0.3,8,0.233333
17965,6,37,34.06703,-117.7514,2023-03-22,California,Los Angeles,Pomona,3.0,0.3,7,0.233333
17966,6,37,34.06703,-117.7514,2023-03-23,California,Los Angeles,Pomona,6.0,0.5,7,0.325
17967,6,37,34.06703,-117.7514,2023-03-24,California,Los Angeles,Pomona,5.0,0.4,6,0.291667
17969,6,37,34.06703,-117.7514,2023-03-26,California,Los Angeles,Pomona,5.0,0.4,0,0.333333
17970,6,37,34.06703,-117.7514,2023-03-27,California,Los Angeles,Pomona,6.0,0.5,5,0.379167
17971,6,37,34.06703,-117.7514,2023-03-28,California,Los Angeles,Pomona,7.0,0.6,7,0.395833
17972,6,37,34.06703,-117.7514,2023-03-29,California,Los Angeles,Pomona,3.0,0.3,0,0.225
17973,6,37,34.06703,-117.7514,2023-03-30,California,Los Angeles,Pomona,5.0,0.4,23,0.220833
17974,6,37,34.06703,-117.7514,2023-03-31,California,Los Angeles,Pomona,6.0,0.5,5,0.379167
17975,6,37,34.06703,-117.7514,2023-04-01,California,Los Angeles,Pomona,7.0,0.6,6,0.445833
17976,6,37,34.06703,-117.7514,2023-04-02,California,Los Angeles,Pomona,6.0,0.5,2,0.358333
17977,6,37,34.06703,-117.7514,2023-04-03,California,Los Angeles,Pomona,2.0,0.2,0,0.2
17978,6,37,34.06703,-117.7514,2023-04-04,California,Los Angeles,Pomona,3.0,0.3,6,0.2375
17979,6,37,34.06703,-117.7514,2023-04-05,California,Los Angeles,Pomona,6.0,0.5,7,0.341667
17980,6,37,34.06703,-117.7514,2023-04-06,California,Los Angeles,Pomona,6.0,0.5,5,0.366667
17981,6,37,34.06703,-117.7514,2023-04-07,California,Los Angeles,Pomona,6.0,0.5,2,0.383333
17982,6,37,34.06703,-117.7514,2023-04-08,California,Los Angeles,Pomona,6.0,0.5,6,0.35
17983,6,37,34.06703,-117.7514,2023-04-09,California,Los Angeles,Pomona,6.0,0.5,3,0.445833
17984,6,37,34.06703,-117.7514,2023-04-10,California,Los Angeles,Pomona,8.0,0.7,6,0.545833
17985,6,37,34.06703,-117.7514,2023-04-11,California,Los Angeles,Pomona,5.0,0.4,7,0.35
17986,6,37,34.06703,-117.7514,2023-04-12,California,Los Angeles,Pomona,3.0,0.3,0,0.2875
17987,6,37,34.06703,-117.7514,2023-04-13,California,Los Angeles,Pomona,2.0,0.2,0,0.2
17988,6,37,34.06703,-117.7514,2023-04-14,California,Los Angeles,Pomona,3.0,0.3,16,0.233333
17989,6,37,34.06703,-117.7514,2023-04-15,California,Los Angeles,Pomona,6.0,0.5,4,0.404167
17990,6,37,34.06703,-117.7514,2023-04-16,California,Los Angeles,Pomona,5.0,0.4,2,0.345833
17991,6,37,34.06703,-117.7514,2023-04-17,California,Los Angeles,Pomona,3.0,0.3,0,0.270833
17992,6,37,34.06703,-117.7514,2023-04-18,California,Los Angeles,Pomona,2.0,0.2,0,0.2
17993,6,37,34.06703,-117.7514,2023-04-19,California,Los Angeles,Pomona,5.0,0.4,6,0.295833
17994,6,37,34.06703,-117.7514,2023-04-20,California,Los Angeles,Pomona,6.0,0.5,5,0.4125
17995,6,37,34.06703,-117.7514,2023-04-21,California,Los Angeles,Pomona,7.0,0.6,1,0.4625
17996,6,37,34.06703,-117.7514,2023-04-22,California,Los Angeles,Pomona,7.0,0.6,8,0.445833
17997,6,37,34.06703,-117.7514,2023-04-23,California,Los Angeles,Pomona,6.0,0.5,0,0.354167
17998,6,37,34.06703,-117.7514,2023-04-24,California,Los Angeles,Pomona,3.0,0.3,9,0.258333
17999,6,37,34.06703,-117.7514,2023-04-25,California,Los Angeles,Pomona,3.0,0.3,9,0.25
18000,6,37,34.06703,-117.7514,2023-04-26,California,Los Angeles,Pomona,6.0,0.5,6,0.420833
18001,6,37,34.06703,-117.7514,2023-04-27,California,Los Angeles,Pomona,7.0,0.6,9,0.479167
18002,6,37,34.06703,-117.7514,2023-04-28,California,Los Angeles,Pomona,6.0,0.5,9,0.4
18003,6,37,34.06703,-117.7514,2023-04-29,California,Los Angeles,Pomona,6.0,0.5,11,0.391667
18004,6,37,34.06703,-117.7514,2023-04-30,California,Los Angeles,Pomona,5.0,0.4,9,0.308333
18005,6,37,34.06703,-117.7514,2023-05-01,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18006,6,37,34.06703,-117.7514,2023-05-02,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18007,6,37,34.06703,-117.7514,2023-05-03,California,Los Angeles,Pomona,3.0,0.3,5,0.233333
18008,6,37,34.06703,-117.7514,2023-05-04,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18009,6,37,34.06703,-117.7514,2023-05-05,California,Los Angeles,Pomona,3.0,0.3,23,0.204167
18010,6,37,34.06703,-117.7514,2023-05-06,California,Los Angeles,Pomona,5.0,0.4,4,0.275
18011,6,37,34.06703,-117.7514,2023-05-07,California,Los Angeles,Pomona,3.0,0.3,1,0.254167
18012,6,37,34.06703,-117.7514,2023-05-08,California,Los Angeles,Pomona,5.0,0.4,5,0.275
18013,6,37,34.06703,-117.7514,2023-05-09,California,Los Angeles,Pomona,3.0,0.3,0,0.245833
18014,6,37,34.06703,-117.7514,2023-05-10,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18015,6,37,34.06703,-117.7514,2023-05-11,California,Los Angeles,Pomona,3.0,0.3,19,0.220833
18016,6,37,34.06703,-117.7514,2023-05-12,California,Los Angeles,Pomona,6.0,0.5,5,0.36875
18017,6,37,34.06703,-117.7514,2023-05-13,California,Los Angeles,Pomona,6.0,0.5,9,0.375
18018,6,37,34.06703,-117.7514,2023-05-14,California,Los Angeles,Pomona,3.0,0.3,0,0.2875
18019,6,37,34.06703,-117.7514,2023-05-15,California,Los Angeles,Pomona,5.0,0.4,11,0.295833
18020,6,37,34.06703,-117.7514,2023-05-16,California,Los Angeles,Pomona,5.0,0.4,6,0.370833
18021,6,37,34.06703,-117.7514,2023-05-17,California,Los Angeles,Pomona,6.0,0.5,11,0.3875
18022,6,37,34.06703,-117.7514,2023-05-18,California,Los Angeles,Pomona,3.0,0.3,4,0.275
18023,6,37,34.06703,-117.7514,2023-05-19,California,Los Angeles,Pomona,3.0,0.3,7,0.270833
18024,6,37,34.06703,-117.7514,2023-05-20,California,Los Angeles,Pomona,3.0,0.3,0,0.2875
18025,6,37,34.06703,-117.7514,2023-05-21,California,Los Angeles,Pomona,3.0,0.3,1,0.291667
18026,6,37,34.06703,-117.7514,2023-05-22,California,Los Angeles,Pomona,3.0,0.3,7,0.266667
18027,6,37,34.06703,-117.7514,2023-05-23,California,Los Angeles,Pomona,3.0,0.3,10,0.25
18028,6,37,34.06703,-117.7514,2023-05-24,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18029,6,37,34.06703,-117.7514,2023-05-25,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18030,6,37,34.06703,-117.7514,2023-05-26,California,Los Angeles,Pomona,3.0,0.3,23,0.204167
18031,6,37,34.06703,-117.7514,2023-05-27,California,Los Angeles,Pomona,3.0,0.3,0,0.275
18032,6,37,34.06703,-117.7514,2023-05-28,California,Los Angeles,Pomona,3.0,0.3,0,0.25
18033,6,37,34.06703,-117.7514,2023-05-29,California,Los Angeles,Pomona,3.0,0.3,0,0.2125
18034,6,37,34.06703,-117.7514,2023-05-30,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18035,6,37,34.06703,-117.7514,2023-05-31,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18036,6,37,34.06703,-117.7514,2023-06-01,California,Los Angeles,Pomona,3.0,0.3,11,0.208333
18037,6,37,34.06703,-117.7514,2023-06-02,California,Los Angeles,Pomona,3.0,0.3,7,0.245833
18038,6,37,34.06703,-117.7514,2023-06-03,California,Los Angeles,Pomona,5.0,0.4,1,0.329167
18039,6,37,34.06703,-117.7514,2023-06-04,California,Los Angeles,Pomona,3.0,0.3,8,0.258333
18040,6,37,34.06703,-117.7514,2023-06-05,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18041,6,37,34.06703,-117.7514,2023-06-06,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18042,6,37,34.06703,-117.7514,2023-06-07,California,Los Angeles,Pomona,3.0,0.3,23,0.204167
18043,6,37,34.06703,-117.7514,2023-06-08,California,Los Angeles,Pomona,3.0,0.3,0,0.275
18044,6,37,34.06703,-117.7514,2023-06-09,California,Los Angeles,Pomona,3.0,0.3,12,0.25
18045,6,37,34.06703,-117.7514,2023-06-10,California,Los Angeles,Pomona,3.0,0.3,0,0.283333
18046,6,37,34.06703,-117.7514,2023-06-11,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18047,6,37,34.06703,-117.7514,2023-06-12,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18048,6,37,34.06703,-117.7514,2023-06-13,California,Los Angeles,Pomona,3.0,0.3,20,0.208333
18049,6,37,34.06703,-117.7514,2023-06-14,California,Los Angeles,Pomona,3.0,0.3,0,0.3
18050,6,37,34.06703,-117.7514,2023-06-15,California,Los Angeles,Pomona,3.0,0.3,0,0.258333
18051,6,37,34.06703,-117.7514,2023-06-16,California,Los Angeles,Pomona,3.0,0.3,7,0.270833
18052,6,37,34.06703,-117.7514,2023-06-17,California,Los Angeles,Pomona,3.0,0.3,0,0.3
18053,6,37,34.06703,-117.7514,2023-06-18,California,Los Angeles,Pomona,3.0,0.3,0,0.258333
18054,6,37,34.06703,-117.7514,2023-06-19,California,Los Angeles,Pomona,2.0,0.2,0,0.2
18055,6,37,34.06703,-117.7514,2023-06-20,California,Los Angeles,Pomona,3.0,0.3,22,0.2125
18056,6,37,34.06703,-117.7514,2023-06-21,California,Los Angeles,Pomona,5.0,0.4,5,0.3
18057,6,37,34.06703,-117.7514,2023-06-22,California,Los Angeles,Pomona,3.0,0.3,0,0.2375
18058,6,37,34.06703,-117.7514,2023-06-23,California,Los Angeles,Pomona,3.0,0.3,23,0.204167
18059,6,37,34.06703,-117.7514,2023-06-24,California,Los Angeles,Pomona,5.0,0.4,4,0.304167
18060,6,37,34.06703,-117.7514,2023-06-25,California,Los Angeles,Pomona,3.0,0.3,0,0.258333
18061,6,37,34.06703,-117.7514,2023-06-26,California,Los Angeles,Pomona,5.0,0.4,4,0.316667
18062,6,37,34.06703,-117.7514,2023-06-27,California,Los Angeles,Pomona,3.0,0.3,0,0.3
18063,6,37,34.06703,-117.7514,2023-06-28,California,Los Angeles,Pomona,3.0,0.3,0,0.208333
18064,6,37,34.06703,-117.7514,2023-06-29,California,Los Angeles,Pomona,3.0,0.3,13,0.2375
18065,6,37,34.06703,-117.7514,2023-06-30,California,Los Angeles,Pomona,5.0,0.4,8,0.3625
18066,6,37,34.06703,-117.7514,2023-07-01,California,Los Angeles,Pomona,3.0,0.3,0,0.3
18067,6,37,34.1326,-118.1272,2022-01-01,California,Los Angeles,Pasadena,7.0,0.6,23,0.326316
18068,6,37,34.1326,-118.1272,2022-01-02,California,Los Angeles,Pasadena,7.0,0.6,0,0.383333
18069,6,37,34.1326,-118.1272,2022-01-03,California,Los Angeles,Pasadena,8.0,0.7,1,0.470833
18070,6,37,34.1326,-118.1272,2022-01-04,California,Los Angeles,Pasadena,9.0,0.8,23,0.55
18071,6,37,34.1326,-118.1272,2022-01-05,California,Los Angeles,Pasadena,10.0,0.9,1,0.633333
18072,6,37,34.1326,-118.1272,2022-01-06,California,Los Angeles,Pasadena,14.0,1.2,23,0.645833
18073,6,37,34.1326,-118.1272,2022-01-07,California,Los Angeles,Pasadena,15.0,1.3,1,0.7625
18074,6,37,34.1326,-118.1272,2022-01-08,California,Los Angeles,Pasadena,7.0,0.6,23,0.345833
18075,6,37,34.1326,-118.1272,2022-01-09,California,Los Angeles,Pasadena,8.0,0.7,1,0.408333
18076,6,37,34.1326,-118.1272,2022-01-10,California,Los Angeles,Pasadena,6.0,0.5,0,0.395833
18077,6,37,34.1326,-118.1272,2022-01-11,California,Los Angeles,Pasadena,7.0,0.6,21,0.395833
18078,6,37,34.1326,-118.1272,2022-01-12,California,Los Angeles,Pasadena,8.0,0.7,22,0.508333
18079,6,37,34.1326,-118.1272,2022-01-13,California,Los Angeles,Pasadena,10.0,0.9,21,0.533333
18080,6,37,34.1326,-118.1272,2022-01-14,California,Los Angeles,Pasadena,10.0,0.9,0,0.633333
18081,6,37,34.1326,-118.1272,2022-01-15,California,Los Angeles,Pasadena,10.0,0.9,0,0.491667
18082,6,37,34.1326,-118.1272,2022-01-16,California,Los Angeles,Pasadena,5.0,0.4,21,0.2875
18083,6,37,34.1326,-118.1272,2022-01-17,California,Los Angeles,Pasadena,5.0,0.4,0,0.341667
18084,6,37,34.1326,-118.1272,2022-01-18,California,Los Angeles,Pasadena,3.0,0.3,0,0.3
18085,6,37,34.1326,-118.1272,2022-01-19,California,Los Angeles,Pasadena,6.0,0.5,21,0.366667
18086,6,37,34.1326,-118.1272,2022-01-20,California,Los Angeles,Pasadena,6.0,0.5,0,0.391667
18087,6,37,34.1326,-118.1272,2022-01-21,California,Los Angeles,Pasadena,6.0,0.5,0,0.333333
18088,6,37,34.1326,-118.1272,2022-01-22,California,Los Angeles,Pasadena,2.0,0.2,11,0.154167
18089,6,37,34.1326,-118.1272,2022-01-23,California,Los Angeles,Pasadena,5.0,0.4,21,0.2625
18090,6,37,34.1326,-118.1272,2022-01-24,California,Los Angeles,Pasadena,6.0,0.5,0,0.4
18091,6,37,34.1326,-118.1272,2022-01-25,California,Los Angeles,Pasadena,7.0,0.6,1,0.4875
18092,6,37,34.1326,-118.1272,2022-01-26,California,Los Angeles,Pasadena,7.0,0.6,0,0.491667
18093,6,37,34.1326,-118.1272,2022-01-27,California,Los Angeles,Pasadena,7.0,0.6,22,0.4375
18094,6,37,34.1326,-118.1272,2022-01-28,California,Los Angeles,Pasadena,7.0,0.6,0,0.458333
18095,6,37,34.1326,-118.1272,2022-01-29,California,Los Angeles,Pasadena,9.0,0.8,22,0.470833
18096,6,37,34.1326,-118.1272,2022-01-30,California,Los Angeles,Pasadena,8.0,0.7,0,0.4125
18097,6,37,34.1326,-118.1272,2022-01-31,California,Los Angeles,Pasadena,7.0,0.6,0,0.520833
18098,6,37,34.1326,-118.1272,2022-02-01,California,Los Angeles,Pasadena,7.0,0.6,0,0.441667
18099,6,37,34.1326,-118.1272,2022-02-02,California,Los Angeles,Pasadena,7.0,0.6,1,0.425
18100,6,37,34.1326,-118.1272,2022-02-03,California,Los Angeles,Pasadena,7.0,0.6,23,0.395833
18101,6,37,34.1326,-118.1272,2022-02-04,California,Los Angeles,Pasadena,7.0,0.6,0,0.404167
18102,6,37,34.1326,-118.1272,2022-02-05,California,Los Angeles,Pasadena,6.0,0.5,0,0.4
18103,6,37,34.1326,-118.1272,2022-02-06,California,Los Angeles,Pasadena,7.0,0.6,0,0.441667
18104,6,37,34.1326,-118.1272,2022-02-07,California,Los Angeles,Pasadena,7.0,0.6,0,0.395833
18105,6,37,34.1326,-118.1272,2022-02-08,California,Los Angeles,Pasadena,7.0,0.6,23,0.379167
18106,6,37,34.1326,-118.1272,2022-02-09,California,Los Angeles,Pasadena,7.0,0.6,0,0.458333
18107,6,37,34.1326,-118.1272,2022-02-10,California,Los Angeles,Pasadena,7.0,0.6,23,0.366667
