,State Code,County Code,Latitude,Longitude,Date Local,State Name,County Name,City Name,AQI NO2,1st Max Value NO2,1st Max Hour NO2,Arithmetic Mean NO2
0,1,73,33.521427,-86.844112,2022-01-01,Alabama,Jefferson,Birmingham,2,2.5,17,1.479167
1,1,73,33.521427,-86.844112,2022-01-02,Alabama,Jefferson,Birmingham,5,5.3,9,1.920833
2,1,73,33.521427,-86.844112,2022-01-03,Alabama,Jefferson,Birmingham,6,6.2,23,2.604167
3,1,73,33.521427,-86.844112,2022-01-04,Alabama,Jefferson,Birmingham,16,17.9,6,9.34
4,1,73,33.521427,-86.844112,2022-01-05,Alabama,Jefferson,Birmingham,26,28.3,17,14.827778
5,1,73,33.521427,-86.844112,2022-01-06,Alabama,Jefferson,Birmingham,15,16.8,6,8.216667
6,1,73,33.521427,-86.844112,2022-01-07,Alabama,Jefferson,Birmingham,20,21.6,21,7.216667
7,1,73,33.521427,-86.844112,2022-01-08,Alabama,Jefferson,Birmingham,13,14.1,6,7.616667
8,1,73,33.521427,-86.844112,2022-01-09,Alabama,Jefferson,Birmingham,14,15.4,17,4.4375
9,1,73,33.521427,-86.844112,2022-01-10,Alabama,Jefferson,Birmingham,8,8.2,21,3.245833
10,1,73,33.521427,-86.844112,2022-01-11,Alabama,Jefferson,Birmingham,24,25.8,18,12.305556
11,1,73,33.521427,-86.844112,2022-01-12,Alabama,Jefferson,Birmingham,25,27.7,17,19.090909
12,1,73,33.521427,-86.844112,2022-01-13,Alabama,Jefferson,Birmingham,25,26.6,20,14.704167
14,1,73,33.521427,-86.844112,2022-01-15,Alabama,Jefferson,Birmingham,19,20.0,3,10.204167
15,1,73,33.521427,-86.844112,2022-01-16,Alabama,Jefferson,Birmingham,11,12.9,5,3.483333
17,1,73,33.521427,-86.844112,2022-01-18,Alabama,Jefferson,Birmingham,23,24.9,17,14.786667
18,1,73,33.521427,-86.844112,2022-01-19,Alabama,Jefferson,Birmingham,10,11.1,3,7.85
19,1,73,33.521427,-86.844112,2022-01-20,Alabama,Jefferson,Birmingham,6,6.9,1,3.708333
20,1,73,33.521427,-86.844112,2022-01-21,Alabama,Jefferson,Birmingham,6,6.9,4,3.5875
21,1,73,33.521427,-86.844112,2022-01-22,Alabama,Jefferson,Birmingham,19,20.7,21,6.429167
22,1,73,33.521427,-86.844112,2022-01-23,Alabama,Jefferson,Birmingham,23,24.9,21,14.25
24,1,73,33.521427,-86.844112,2022-01-25,Alabama,Jefferson,Birmingham,23,24.0,7,7.668182
26,1,73,33.521427,-86.844112,2022-01-27,Alabama,Jefferson,Birmingham,32,34.1,19,20.804167
27,1,73,33.521427,-86.844112,2022-01-28,Alabama,Jefferson,Birmingham,25,26.0,0,7.7375
28,1,73,33.521427,-86.844112,2022-01-29,Alabama,Jefferson,Birmingham,23,24.1,18,8.4
29,1,73,33.521427,-86.844112,2022-01-30,Alabama,Jefferson,Birmingham,31,33.0,19,13.104167
30,1,73,33.521427,-86.844112,2022-01-31,Alabama,Jefferson,Birmingham,37,39.6,18,24.854167
31,1,73,33.521427,-86.844112,2022-02-01,Alabama,Jefferson,Birmingham,30,32.5,1,16.2375
32,1,73,33.521427,-86.844112,2022-02-02,Alabama,Jefferson,Birmingham,16,17.3,20,8.333333
33,1,73,33.521427,-86.844112,2022-02-03,Alabama,Jefferson,Birmingham,11,12.6,17,6.333333
34,1,73,33.521427,-86.844112,2022-02-04,Alabama,Jefferson,Birmingham,5,5.1,7,3.105556
35,1,73,33.521427,-86.844112,2022-02-05,Alabama,Jefferson,Birmingham,20,21.7,23,6.304167
36,1,73,33.521427,-86.844112,2022-02-06,Alabama,Jefferson,Birmingham,29,31.1,19,16.229167
37,1,73,33.521427,-86.844112,2022-02-07,Alabama,Jefferson,Birmingham,29,31.1,21,16.779167
38,1,73,33.521427,-86.844112,2022-02-08,Alabama,Jefferson,Birmingham,28,30.7,19,16.172727
39,1,73,33.521427,-86.844112,2022-02-09,Alabama,Jefferson,Birmingham,25,26.8,18,17.954545
40,1,73,33.521427,-86.844112,2022-02-10,Alabama,Jefferson,Birmingham,28,30.9,20,20.191667
41,1,73,33.521427,-86.844112,2022-02-11,Alabama,Jefferson,Birmingham,37,39.7,18,18.554167
42,1,73,33.521427,-86.844112,2022-02-12,Alabama,Jefferson,Birmingham,15,16.1,7,4.441667
43,1,73,33.521427,-86.844112,2022-02-13,Alabama,Jefferson,Birmingham,21,22.6,22,5.133333
44,1,73,33.521427,-86.844112,2022-02-14,Alabama,Jefferson,Birmingham,28,30.5,19,18.508333
45,1,73,33.521427,-86.844112,2022-02-15,Alabama,Jefferson,Birmingham,25,26.5,8,13.131818
46,1,73,33.521427,-86.844112,2022-02-16,Alabama,Jefferson,Birmingham,9,10.1,7,6.804545
47,1,73,33.521427,-86.844112,2022-02-17,Alabama,Jefferson,Birmingham,8,9.6,20,4.047368
48,1,73,33.521427,-86.844112,2022-02-18,Alabama,Jefferson,Birmingham,19,20.0,22,4.7
49,1,73,33.521427,-86.844112,2022-02-19,Alabama,Jefferson,Birmingham,26,28.8,22,11.570833
50,1,73,33.521427,-86.844112,2022-02-20,Alabama,Jefferson,Birmingham,25,26.8,19,12.979167
51,1,73,33.521427,-86.844112,2022-02-21,Alabama,Jefferson,Birmingham,19,20.8,6,10.975
52,1,73,33.521427,-86.844112,2022-02-22,Alabama,Jefferson,Birmingham,8,9.0,10,5.772727
53,1,73,33.521427,-86.844112,2022-02-23,Alabama,Jefferson,Birmingham,8,9.0,19,4.25
54,1,73,33.521427,-86.844112,2022-02-24,Alabama,Jefferson,Birmingham,16,17.3,18,7.341667
55,1,73,33.521427,-86.844112,2022-02-25,Alabama,Jefferson,Birmingham,7,7.0,17,3.104167
56,1,73,33.521427,-86.844112,2022-02-26,Alabama,Jefferson,Birmingham,8,9.4,18,4.345833
57,1,73,33.521427,-86.844112,2022-02-27,Alabama,Jefferson,Birmingham,8,9.4,7,4.341667
58,1,73,33.521427,-86.844112,2022-02-28,Alabama,Jefferson,Birmingham,26,28.2,22,9.083333
59,1,73,33.521427,-86.844112,2022-03-01,Alabama,Jefferson,Birmingham,28,30.0,18,16.554545
60,1,73,33.521427,-86.844112,2022-03-02,Alabama,Jefferson,Birmingham,39,41.4,18,20.859091
61,1,73,33.521427,-86.844112,2022-03-03,Alabama,Jefferson,Birmingham,40,42.1,18,27.115
62,1,73,33.521427,-86.844112,2022-03-04,Alabama,Jefferson,Birmingham,42,45.7,20,21.295238
63,1,73,33.521427,-86.844112,2022-03-05,Alabama,Jefferson,Birmingham,30,32.7,2,10.008333
64,1,73,33.521427,-86.844112,2022-03-06,Alabama,Jefferson,Birmingham,19,20.4,18,5.720833
65,1,73,33.521427,-86.844112,2022-03-07,Alabama,Jefferson,Birmingham,6,6.1,6,3.186667
66,1,73,33.521427,-86.844112,2022-03-08,Alabama,Jefferson,Birmingham,7,7.5,17,5.193333
67,1,73,33.521427,-86.844112,2022-03-09,Alabama,Jefferson,Birmingham,8,8.8,1,4.3375
68,1,73,33.521427,-86.844112,2022-03-10,Alabama,Jefferson,Birmingham,30,32.0,20,11.0625
69,1,73,33.521427,-86.844112,2022-03-11,Alabama,Jefferson,Birmingham,21,22.3,4,11.533333
70,1,73,33.521427,-86.844112,2022-03-12,Alabama,Jefferson,Birmingham,6,6.8,23,2.216667
71,1,73,33.521427,-86.844112,2022-03-13,Alabama,Jefferson,Birmingham,30,32.5,20,16.029167
72,1,73,33.521427,-86.844112,2022-03-14,Alabama,Jefferson,Birmingham,28,30.8,4,16.758333
73,1,73,33.521427,-86.844112,2022-03-15,Alabama,Jefferson,Birmingham,27,29.7,1,12.111111
74,1,73,33.521427,-86.844112,2022-03-16,Alabama,Jefferson,Birmingham,28,30.6,18,17.029167
75,1,73,33.521427,-86.844112,2022-03-17,Alabama,Jefferson,Birmingham,29,31.6,20,14.7
76,1,73,33.521427,-86.844112,2022-03-18,Alabama,Jefferson,Birmingham,13,14.6,7,7.541667
77,1,73,33.521427,-86.844112,2022-03-19,Alabama,Jefferson,Birmingham,25,27.1,20,8.058333
78,1,73,33.521427,-86.844112,2022-03-20,Alabama,Jefferson,Birmingham,28,30.3,22,10.470833
79,1,73,33.521427,-86.844112,2022-03-21,Alabama,Jefferson,Birmingham,26,28.8,6,13.579167
80,1,73,33.521427,-86.844112,2022-03-22,Alabama,Jefferson,Birmingham,9,10.9,21,5.208333
81,1,73,33.521427,-86.844112,2022-03-23,Alabama,Jefferson,Birmingham,16,17.2,6,7.516667
82,1,73,33.521427,-86.844112,2022-03-24,Alabama,Jefferson,Birmingham,28,30.6,21,13.258333
83,1,73,33.521427,-86.844112,2022-03-25,Alabama,Jefferson,Birmingham,22,23.3,5,7.9625
84,1,73,33.521427,-86.844112,2022-03-26,Alabama,Jefferson,Birmingham,9,10.8,0,4.054167
85,1,73,33.521427,-86.844112,2022-03-27,Alabama,Jefferson,Birmingham,18,19.8,4,6.554167
86,1,73,33.521427,-86.844112,2022-03-28,Alabama,Jefferson,Birmingham,21,22.0,2,9.729167
87,1,73,33.521427,-86.844112,2022-03-29,Alabama,Jefferson,Birmingham,22,23.3,2,11.015
88,1,73,33.521427,-86.844112,2022-03-30,Alabama,Jefferson,Birmingham,8,8.5,5,4.3125
89,1,73,33.521427,-86.844112,2022-03-31,Alabama,Jefferson,Birmingham,16,17.8,20,8.479167
90,1,73,33.521427,-86.844112,2022-04-01,Alabama,Jefferson,Birmingham,22,23.7,22,6.041667
91,1,73,33.521427,-86.844112,2022-04-02,Alabama,Jefferson,Birmingham,26,28.3,20,14.4125
92,1,73,33.521427,-86.844112,2022-04-03,Alabama,Jefferson,Birmingham,20,21.8,0,8.725
93,1,73,33.521427,-86.844112,2022-04-04,Alabama,Jefferson,Birmingham,34,36.0,21,20.204167
94,1,73,33.521427,-86.844112,2022-04-05,Alabama,Jefferson,Birmingham,30,32.8,0,9.341667
95,1,73,33.521427,-86.844112,2022-04-06,Alabama,Jefferson,Birmingham,9,10.6,14,5.354167
96,1,73,33.521427,-86.844112,2022-04-07,Alabama,Jefferson,Birmingham,15,16.9,21,6.0625
97,1,73,33.521427,-86.844112,2022-04-08,Alabama,Jefferson,Birmingham,13,14.1,5,6.179167
98,1,73,33.521427,-86.844112,2022-04-09,Alabama,Jefferson,Birmingham,25,26.6,22,7.579167
99,1,73,33.521427,-86.844112,2022-04-10,Alabama,Jefferson,Birmingham,21,22.3,1,9.3375
100,1,73,33.521427,-86.844112,2022-04-11,Alabama,Jefferson,Birmingham,16,17.9,21,8.733333
102,1,73,33.521427,-86.844112,2022-04-13,Alabama,Jefferson,Birmingham,8,8.5,5,4.755
103,1,73,33.521427,-86.844112,2022-04-14,Alabama,Jefferson,Birmingham,25,26.4,22,7.466667
104,1,73,33.521427,-86.844112,2022-04-15,Alabama,Jefferson,Birmingham,20,21.3,0,9.704167
105,1,73,33.521427,-86.844112,2022-04-16,Alabama,Jefferson,Birmingham,11,12.5,19,7.266667
106,1,73,33.521427,-86.844112,2022-04-17,Alabama,Jefferson,Birmingham,8,9.3,17,6.066667
107,1,73,33.521427,-86.844112,2022-04-18,Alabama,Jefferson,Birmingham,7,7.8,19,2.8875
108,1,73,33.521427,-86.844112,2022-04-19,Alabama,Jefferson,Birmingham,34,36.1,20,9.208333
109,1,73,33.521427,-86.844112,2022-04-20,Alabama,Jefferson,Birmingham,19,20.3,3,9.616667
110,1,73,33.521427,-86.844112,2022-04-21,Alabama,Jefferson,Birmingham,27,29.9,19,11.85
111,1,73,33.521427,-86.844112,2022-04-22,Alabama,Jefferson,Birmingham,23,24.5,21,10.883333
112,1,73,33.521427,-86.844112,2022-04-23,Alabama,Jefferson,Birmingham,11,12.1,0,4.9125
113,1,73,33.521427,-86.844112,2022-04-24,Alabama,Jefferson,Birmingham,16,17.8,3,4.920833
114,1,73,33.521427,-86.844112,2022-04-25,Alabama,Jefferson,Birmingham,17,18.4,4,7.7875
115,1,73,33.521427,-86.844112,2022-04-26,Alabama,Jefferson,Birmingham,8,9.1,22,2.905
116,1,73,33.521427,-86.844112,2022-04-27,Alabama,Jefferson,Birmingham,27,29.5,22,8.033333
117,1,73,33.521427,-86.844112,2022-04-28,Alabama,Jefferson,Birmingham,32,34.3,20,16.575
118,1,73,33.521427,-86.844112,2022-04-29,Alabama,Jefferson,Birmingham,28,30.4,1,9.583333
119,1,73,33.521427,-86.844112,2022-04-30,Alabama,Jefferson,Birmingham,8,8.0,0,4.3375
120,1,73,33.521427,-86.844112,2022-05-01,Alabama,Jefferson,Birmingham,12,13.6,21,5.908333
121,1,73,33.521427,-86.844112,2022-05-02,Alabama,Jefferson,Birmingham,12,13.2,18,8.075
122,1,73,33.521427,-86.844112,2022-05-03,Alabama,Jefferson,Birmingham,12,13.5,20,6.6375
123,1,73,33.521427,-86.844112,2022-05-04,Alabama,Jefferson,Birmingham,9,10.4,5,5.05
124,1,73,33.521427,-86.844112,2022-05-05,Alabama,Jefferson,Birmingham,18,19.5,4,7.3625
125,1,73,33.521427,-86.844112,2022-05-06,Alabama,Jefferson,Birmingham,9,10.9,19,5.545833
126,1,73,33.521427,-86.844112,2022-05-07,Alabama,Jefferson,Birmingham,2,2.8,19,1.695833
127,1,73,33.521427,-86.844112,2022-05-08,Alabama,Jefferson,Birmingham,8,8.5,5,3.991667
128,1,73,33.521427,-86.844112,2022-05-09,Alabama,Jefferson,Birmingham,14,15.9,19,6.495833
129,1,73,33.521427,-86.844112,2022-05-10,Alabama,Jefferson,Birmingham,27,29.4,21,10.42381
130,1,73,33.521427,-86.844112,2022-05-11,Alabama,Jefferson,Birmingham,21,22.2,21,12.091667
131,1,73,33.521427,-86.844112,2022-05-12,Alabama,Jefferson,Birmingham,32,34.8,20,14.245833
132,1,73,33.521427,-86.844112,2022-05-13,Alabama,Jefferson,Birmingham,19,20.2,20,6.558333
133,1,73,33.521427,-86.844112,2022-05-14,Alabama,Jefferson,Birmingham,14,15.6,4,7.879167
134,1,73,33.521427,-86.844112,2022-05-15,Alabama,Jefferson,Birmingham,16,17.7,1,7.129167
135,1,73,33.521427,-86.844112,2022-05-16,Alabama,Jefferson,Birmingham,12,13.1,4,4.466667
136,1,73,33.521427,-86.844112,2022-05-17,Alabama,Jefferson,Birmingham,34,36.5,20,14.865
137,1,73,33.521427,-86.844112,2022-05-18,Alabama,Jefferson,Birmingham,23,24.6,0,12.925
138,1,73,33.521427,-86.844112,2022-05-19,Alabama,Jefferson,Birmingham,12,13.4,5,7.233333
139,1,73,33.521427,-86.844112,2022-05-20,Alabama,Jefferson,Birmingham,7,7.0,6,4.008333
140,1,73,33.521427,-86.844112,2022-05-21,Alabama,Jefferson,Birmingham,6,6.4,22,3.441667
141,1,73,33.521427,-86.844112,2022-05-22,Alabama,Jefferson,Birmingham,12,13.9,20,5.2625
142,1,73,33.521427,-86.844112,2022-05-23,Alabama,Jefferson,Birmingham,8,8.7,8,4.325
143,1,73,33.521427,-86.844112,2022-05-24,Alabama,Jefferson,Birmingham,11,12.6,19,7.4625
144,1,73,33.521427,-86.844112,2022-05-25,Alabama,Jefferson,Birmingham,8,9.4,19,4.654167
145,1,73,33.521427,-86.844112,2022-05-26,Alabama,Jefferson,Birmingham,6,6.0,6,3.4875
146,1,73,33.521427,-86.844112,2022-05-27,Alabama,Jefferson,Birmingham,10,11.1,23,4.121429
147,1,73,33.521427,-86.844112,2022-05-28,Alabama,Jefferson,Birmingham,23,24.0,21,6.858333
148,1,73,33.521427,-86.844112,2022-05-29,Alabama,Jefferson,Birmingham,21,22.4,20,7.225
149,1,73,33.521427,-86.844112,2022-05-30,Alabama,Jefferson,Birmingham,20,21.7,20,6.279167
150,1,73,33.521427,-86.844112,2022-05-31,Alabama,Jefferson,Birmingham,11,12.2,5,7.795238
151,1,73,33.521427,-86.844112,2022-06-01,Alabama,Jefferson,Birmingham,24,25.7,19,11.933333
152,1,73,33.521427,-86.844112,2022-06-02,Alabama,Jefferson,Birmingham,12,13.5,0,7.779167
153,1,73,33.521427,-86.844112,2022-06-03,Alabama,Jefferson,Birmingham,15,16.0,23,4.525
154,1,73,33.521427,-86.844112,2022-06-04,Alabama,Jefferson,Birmingham,17,18.2,22,6.583333
155,1,73,33.521427,-86.844112,2022-06-05,Alabama,Jefferson,Birmingham,19,20.1,20,7.691667
156,1,73,33.521427,-86.844112,2022-06-06,Alabama,Jefferson,Birmingham,9,10.6,17,6.270833
157,1,73,33.521427,-86.844112,2022-06-07,Alabama,Jefferson,Birmingham,19,20.7,19,7.575
158,1,73,33.521427,-86.844112,2022-06-08,Alabama,Jefferson,Birmingham,13,14.2,8,7.0875
159,1,73,33.521427,-86.844112,2022-06-09,Alabama,Jefferson,Birmingham,11,12.9,23,4.456522
160,1,73,33.521427,-86.844112,2022-06-10,Alabama,Jefferson,Birmingham,16,17.9,22,9.204167
161,1,73,33.521427,-86.844112,2022-06-11,Alabama,Jefferson,Birmingham,16,17.8,20,10.258333
162,1,73,33.521427,-86.844112,2022-06-12,Alabama,Jefferson,Birmingham,13,14.0,0,7.608333
163,1,73,33.521427,-86.844112,2022-06-13,Alabama,Jefferson,Birmingham,16,17.1,20,8.020833
164,1,73,33.521427,-86.844112,2022-06-14,Alabama,Jefferson,Birmingham,9,10.7,2,4.616667
165,1,73,33.521427,-86.844112,2022-06-15,Alabama,Jefferson,Birmingham,20,21.2,19,6.94
166,1,73,33.521427,-86.844112,2022-06-16,Alabama,Jefferson,Birmingham,25,27.8,21,12.004167
167,1,73,33.521427,-86.844112,2022-06-17,Alabama,Jefferson,Birmingham,22,23.8,0,8.141667
168,1,73,33.521427,-86.844112,2022-06-18,Alabama,Jefferson,Birmingham,8,8.5,2,3.675
169,1,73,33.521427,-86.844112,2022-06-19,Alabama,Jefferson,Birmingham,15,16.4,23,4.4125
171,1,73,33.521427,-86.844112,2022-06-21,Alabama,Jefferson,Birmingham,23,24.2,1,11.704167
172,1,73,33.521427,-86.844112,2022-06-22,Alabama,Jefferson,Birmingham,16,17.4,0,7.166667
173,1,73,33.521427,-86.844112,2022-06-23,Alabama,Jefferson,Birmingham,18,19.0,0,6.66087
174,1,73,33.521427,-86.844112,2022-06-24,Alabama,Jefferson,Birmingham,24,25.7,22,10.429167
175,1,73,33.521427,-86.844112,2022-06-25,Alabama,Jefferson,Birmingham,19,20.0,0,4.970833
176,1,73,33.521427,-86.844112,2022-06-26,Alabama,Jefferson,Birmingham,9,10.2,4,4.929167
177,1,73,33.521427,-86.844112,2022-06-27,Alabama,Jefferson,Birmingham,8,8.9,1,4.958333
178,1,73,33.521427,-86.844112,2022-06-28,Alabama,Jefferson,Birmingham,11,12.8,18,5.254167
179,1,73,33.521427,-86.844112,2022-06-29,Alabama,Jefferson,Birmingham,13,14.3,20,8.15
180,1,73,33.521427,-86.844112,2022-06-30,Alabama,Jefferson,Birmingham,13,14.0,5,8.742105
181,1,73,33.521427,-86.844112,2022-07-01,Alabama,Jefferson,Birmingham,13,14.2,0,7.5375
182,1,73,33.521427,-86.844112,2022-07-02,Alabama,Jefferson,Birmingham,5,5.9,0,3.841667
184,1,73,33.521427,-86.844112,2022-07-04,Alabama,Jefferson,Birmingham,8,9.4,21,4.120833
185,1,73,33.521427,-86.844112,2022-07-05,Alabama,Jefferson,Birmingham,17,18.4,16,7.7625
186,1,73,33.521427,-86.844112,2022-07-06,Alabama,Jefferson,Birmingham,14,15.6,20,9.384211
187,1,73,33.521427,-86.844112,2022-07-07,Alabama,Jefferson,Birmingham,18,19.8,0,9.166667
188,1,73,33.521427,-86.844112,2022-07-08,Alabama,Jefferson,Birmingham,18,19.0,3,11.195833
189,1,73,33.521427,-86.844112,2022-07-09,Alabama,Jefferson,Birmingham,9,10.5,19,6.154167
190,1,73,33.521427,-86.844112,2022-07-10,Alabama,Jefferson,Birmingham,19,20.8,22,7.120833
191,1,73,33.521427,-86.844112,2022-07-11,Alabama,Jefferson,Birmingham,16,17.9,0,8.604348
192,1,73,33.521427,-86.844112,2022-07-12,Alabama,Jefferson,Birmingham,20,21.1,19,10.825
193,1,73,33.521427,-86.844112,2022-07-13,Alabama,Jefferson,Birmingham,16,17.8,21,6.933333
194,1,73,33.521427,-86.844112,2022-07-14,Alabama,Jefferson,Birmingham,16,17.3,17,10.7375
195,1,73,33.521427,-86.844112,2022-07-15,Alabama,Jefferson,Birmingham,26,28.1,19,11.5125
197,1,73,33.521427,-86.844112,2022-07-17,Alabama,Jefferson,Birmingham,8,8.9,0,4.754167
198,1,73,33.521427,-86.844112,2022-07-18,Alabama,Jefferson,Birmingham,15,16.9,17,8.458333
199,1,73,33.521427,-86.844112,2022-07-19,Alabama,Jefferson,Birmingham,8,9.1,15,6.45
200,1,73,33.521427,-86.844112,2022-07-20,Alabama,Jefferson,Birmingham,6,6.2,5,4.553846
201,1,73,33.521427,-86.844112,2022-07-21,Alabama,Jefferson,Birmingham,12,13.2,17,8.038462
202,1,73,33.521427,-86.844112,2022-07-22,Alabama,Jefferson,Birmingham,15,16.7,19,8.955
203,1,73,33.521427,-86.844112,2022-07-23,Alabama,Jefferson,Birmingham,13,14.9,0,8.025
204,1,73,33.521427,-86.844112,2022-07-24,Alabama,Jefferson,Birmingham,7,7.9,18,4.154167
205,1,73,33.521427,-86.844112,2022-07-25,Alabama,Jefferson,Birmingham,9,10.2,18,5.458333
206,1,73,33.521427,-86.844112,2022-07-26,Alabama,Jefferson,Birmingham,8,8.1,7,5.738462
207,1,73,33.521427,-86.844112,2022-07-29,Alabama,Jefferson,Birmingham,8,9.5,23,6.33
208,1,73,33.521427,-86.844112,2022-07-30,Alabama,Jefferson,Birmingham,9,10.1,0,6.225
210,1,73,33.521427,-86.844112,2022-08-01,Alabama,Jefferson,Birmingham,12,13.8,0,6.595833
211,1,73,33.521427,-86.844112,2022-08-02,Alabama,Jefferson,Birmingham,16,17.7,17,7.5375
212,1,73,33.521427,-86.844112,2022-08-03,Alabama,Jefferson,Birmingham,16,17.4,21,8.975
213,1,73,33.521427,-86.844112,2022-08-04,Alabama,Jefferson,Birmingham,14,15.4,18,10.231579
214,1,73,33.521427,-86.844112,2022-08-05,Alabama,Jefferson,Birmingham,22,23.1,19,9.508333
215,1,73,33.521427,-86.844112,2022-08-06,Alabama,Jefferson,Birmingham,15,16.4,22,8.758333
216,1,73,33.521427,-86.844112,2022-08-07,Alabama,Jefferson,Birmingham,14,15.4,19,7.55
217,1,73,33.521427,-86.844112,2022-08-08,Alabama,Jefferson,Birmingham,9,10.9,0,8.6625
218,1,73,33.521427,-86.844112,2022-08-09,Alabama,Jefferson,Birmingham,24,25.0,18,15.244444
219,1,73,33.521427,-86.844112,2022-08-10,Alabama,Jefferson,Birmingham,18,19.3,18,11.77619
220,1,73,33.521427,-86.844112,2022-08-11,Alabama,Jefferson,Birmingham,17,18.1,18,8.652632
221,1,73,33.521427,-86.844112,2022-08-12,Alabama,Jefferson,Birmingham,13,14.2,19,6.36
223,1,73,33.521427,-86.844112,2022-08-14,Alabama,Jefferson,Birmingham,17,18.9,20,9.716667
224,1,73,33.521427,-86.844112,2022-08-15,Alabama,Jefferson,Birmingham,16,17.2,5,10.291667
225,1,73,33.521427,-86.844112,2022-08-16,Alabama,Jefferson,Birmingham,9,10.3,20,5.161905
226,1,73,33.521427,-86.844112,2022-08-17,Alabama,Jefferson,Birmingham,9,10.5,5,6.05
227,1,73,33.521427,-86.844112,2022-08-18,Alabama,Jefferson,Birmingham,24,25.4,12,9.904167
228,1,73,33.521427,-86.844112,2022-08-19,Alabama,Jefferson,Birmingham,11,12.0,18,8.447619
229,1,73,33.521427,-86.844112,2022-08-20,Alabama,Jefferson,Birmingham,10,11.9,17,5.775
230,1,73,33.521427,-86.844112,2022-08-21,Alabama,Jefferson,Birmingham,8,8.2,19,4.704167
231,1,73,33.521427,-86.844112,2022-08-22,Alabama,Jefferson,Birmingham,13,14.1,15,8.288889
232,1,73,33.521427,-86.844112,2022-08-23,Alabama,Jefferson,Birmingham,10,11.2,17,7.690476
233,1,73,33.521427,-86.844112,2022-08-24,Alabama,Jefferson,Birmingham,12,13.9,17,9.841667
234,1,73,33.521427,-86.844112,2022-08-25,Alabama,Jefferson,Birmingham,9,10.9,19,6.616667
236,1,73,33.521427,-86.844112,2022-08-27,Alabama,Jefferson,Birmingham,18,19.9,20,8.166667
237,1,73,33.521427,-86.844112,2022-08-28,Alabama,Jefferson,Birmingham,15,16.0,19,7.6875
238,1,73,33.521427,-86.844112,2022-08-29,Alabama,Jefferson,Birmingham,21,22.6,18,11.191667
239,1,73,33.521427,-86.844112,2022-08-30,Alabama,Jefferson,Birmingham,13,14.1,8,8.415789
240,1,73,33.521427,-86.844112,2022-08-31,Alabama,Jefferson,Birmingham,28,30.2,19,8.85
241,1,73,33.521427,-86.844112,2022-09-01,Alabama,Jefferson,Birmingham,26,28.0,21,11.745833
242,1,73,33.521427,-86.844112,2022-09-02,Alabama,Jefferson,Birmingham,18,19.3,0,9.768421
243,1,73,33.521427,-86.844112,2022-09-03,Alabama,Jefferson,Birmingham,8,9.1,18,4.479167
244,1,73,33.521427,-86.844112,2022-09-04,Alabama,Jefferson,Birmingham,9,10.4,18,4.8875
245,1,73,33.521427,-86.844112,2022-09-05,Alabama,Jefferson,Birmingham,9,10.7,20,5.920833
246,1,73,33.521427,-86.844112,2022-09-06,Alabama,Jefferson,Birmingham,15,16.0,21,6.852632
247,1,73,33.521427,-86.844112,2022-09-07,Alabama,Jefferson,Birmingham,14,15.0,22,5.791304
249,1,73,33.521427,-86.844112,2022-09-09,Alabama,Jefferson,Birmingham,8,8.1,5,6.05
250,1,73,33.521427,-86.844112,2022-09-10,Alabama,Jefferson,Birmingham,8,8.8,19,5.391667
251,1,73,33.521427,-86.844112,2022-09-11,Alabama,Jefferson,Birmingham,10,11.0,19,5.029167
252,1,73,33.521427,-86.844112,2022-09-12,Alabama,Jefferson,Birmingham,14,15.3,22,5.4
253,1,73,33.521427,-86.844112,2022-09-13,Alabama,Jefferson,Birmingham,25,26.6,19,8.943478
254,1,73,33.521427,-86.844112,2022-09-14,Alabama,Jefferson,Birmingham,20,21.3,21,8.169565
255,1,73,33.521427,-86.844112,2022-09-15,Alabama,Jefferson,Birmingham,29,31.5,18,15.095652
256,1,73,33.521427,-86.844112,2022-09-16,Alabama,Jefferson,Birmingham,23,24.9,0,14.656522
257,1,73,33.521427,-86.844112,2022-09-17,Alabama,Jefferson,Birmingham,25,26.9,1,12.279167
258,1,73,33.521427,-86.844112,2022-09-18,Alabama,Jefferson,Birmingham,25,27.9,19,10.825
259,1,73,33.521427,-86.844112,2022-09-19,Alabama,Jefferson,Birmingham,28,30.5,20,11.0
260,1,73,33.521427,-86.844112,2022-09-20,Alabama,Jefferson,Birmingham,18,19.3,19,10.55
262,1,73,33.521427,-86.844112,2022-09-22,Alabama,Jefferson,Birmingham,19,20.7,2,7.758333
263,1,73,33.521427,-86.844112,2022-09-23,Alabama,Jefferson,Birmingham,27,29.2,18,10.875
264,1,73,33.521427,-86.844112,2022-09-24,Alabama,Jefferson,Birmingham,22,23.9,19,12.070833
265,1,73,33.521427,-86.844112,2022-09-25,Alabama,Jefferson,Birmingham,20,21.0,20,8.475
266,1,73,33.521427,-86.844112,2022-09-26,Alabama,Jefferson,Birmingham,14,15.0,0,6.35
267,1,73,33.521427,-86.844112,2022-09-27,Alabama,Jefferson,Birmingham,23,24.2,18,11.545833
268,1,73,33.521427,-86.844112,2022-09-28,Alabama,Jefferson,Birmingham,17,18.0,5,8.572222
269,1,73,33.521427,-86.844112,2022-09-29,Alabama,Jefferson,Birmingham,16,17.7,22,6.65
270,1,73,33.521427,-86.844112,2022-09-30,Alabama,Jefferson,Birmingham,14,15.1,23,7.266667
