,State Code,County Code,Latitude,Longitude,Date Local,State Name,County Name,City Name,AQI NO2,1st Max Value NO2,1st Max Hour NO2,Arithmetic Mean NO2
46827,6,83,34.54166,-119.79146,2022-06-24,California,Santa Barbara,Los Padres National Forest,1,1.6,6,0.981818
46829,6,83,34.54166,-119.79146,2022-06-26,California,Santa Barbara,Los Padres National Forest,1,1.8,6,1.177273
46831,6,83,34.54166,-119.79146,2022-06-28,California,Santa Barbara,Los Padres National Forest,1,1.5,0,1.5
46834,6,83,34.54166,-119.79146,2022-07-03,California,Santa Barbara,Los Padres National Forest,1,1.1,7,0.872727
46836,6,83,34.54166,-119.79146,2022-07-05,California,Santa Barbara,Los Padres National Forest,1,1.4,11,0.981818
46838,6,83,34.54166,-119.79146,2022-07-07,California,Santa Barbara,Los Padres National Forest,1,1.7,10,1.2
46841,6,83,34.54166,-119.79146,2022-07-10,California,Santa Barbara,Los Padres National Forest,1,1.6,6,1.168182
46845,6,83,34.54166,-119.79146,2022-07-14,California,Santa Barbara,Los Padres National Forest,1,1.7,7,1.304545
46847,6,83,34.54166,-119.79146,2022-07-16,California,Santa Barbara,Los Padres National Forest,1,1.8,22,1.190909
46850,6,83,34.54166,-119.79146,2022-07-19,California,Santa Barbara,Los Padres National Forest,1,1.6,4,1.281818
46852,6,83,34.54166,-119.79146,2022-07-21,California,Santa Barbara,Los Padres National Forest,1,1.8,12,1.318182
46854,6,83,34.54166,-119.79146,2022-07-23,California,Santa Barbara,Los Padres National Forest,1,1.4,5,1.190909
46857,6,83,34.54166,-119.79146,2022-07-26,California,Santa Barbara,Los Padres National Forest,1,1.7,8,1.390909
46859,6,83,34.54166,-119.79146,2022-07-28,California,Santa Barbara,Los Padres National Forest,1,1.4,0,1.4
46861,6,83,34.54166,-119.79146,2022-08-04,California,Santa Barbara,Los Padres National Forest,1,1.8,5,1.215
46864,6,83,34.54166,-119.79146,2022-08-07,California,Santa Barbara,Los Padres National Forest,1,1.8,7,1.259091
46866,6,83,34.54166,-119.79146,2022-08-09,California,Santa Barbara,Los Padres National Forest,2,2.0,12,1.254545
46868,6,83,34.54166,-119.79146,2022-08-11,California,Santa Barbara,Los Padres National Forest,1,1.6,6,1.27
46874,6,83,34.54166,-119.79146,2022-08-17,California,Santa Barbara,Los Padres National Forest,1,1.7,20,1.104762
46876,6,83,34.54166,-119.79146,2022-08-19,California,Santa Barbara,Los Padres National Forest,2,2.2,13,1.604762
46878,6,83,34.54166,-119.79146,2022-08-21,California,Santa Barbara,Los Padres National Forest,2,2.6,9,1.714286
46881,6,83,34.54166,-119.79146,2022-08-24,California,Santa Barbara,Los Padres National Forest,2,2.2,16,1.614286
46885,6,83,34.54166,-119.79146,2022-08-28,California,Santa Barbara,Los Padres National Forest,2,2.1,11,1.304762
46887,6,83,34.54166,-119.79146,2022-08-30,California,Santa Barbara,Los Padres National Forest,1,1.6,7,1.363158
46890,6,83,34.54166,-119.79146,2022-09-02,California,Santa Barbara,Los Padres National Forest,1,1.9,5,1.404545
46892,6,83,34.54166,-119.79146,2022-09-04,California,Santa Barbara,Los Padres National Forest,1,1.3,18,0.890909
46894,6,83,34.54166,-119.79146,2022-09-06,California,Santa Barbara,Los Padres National Forest,1,1.4,7,1.195455
46897,6,83,34.54166,-119.79146,2022-09-09,California,Santa Barbara,Los Padres National Forest,3,3.0,23,1.963636
46899,6,83,34.54166,-119.79146,2022-09-11,California,Santa Barbara,Los Padres National Forest,4,4.6,4,2.972727
46901,6,83,34.54166,-119.79146,2022-09-13,California,Santa Barbara,Los Padres National Forest,2,2.6,9,1.557895
46903,6,83,34.54166,-119.79146,2022-09-15,California,Santa Barbara,Los Padres National Forest,1,1.2,7,-0.227778
46905,6,83,34.54166,-119.79146,2022-09-17,California,Santa Barbara,Los Padres National Forest,0,-0.4,11,-0.859091
46907,6,83,34.54166,-119.79146,2022-09-19,California,Santa Barbara,Los Padres National Forest,0,-0.4,18,-0.928571
46910,6,83,34.54166,-119.79146,2022-09-22,California,Santa Barbara,Los Padres National Forest,0,0.1,11,-0.527273
46914,6,83,34.54166,-119.79146,2022-09-26,California,Santa Barbara,Los Padres National Forest,0,0.0,18,-0.318182
46918,6,83,34.54166,-119.79146,2022-09-30,California,Santa Barbara,Los Padres National Forest,0,0.2,12,-0.35
46921,6,83,34.54166,-119.79146,2022-10-03,California,Santa Barbara,Los Padres National Forest,0,-0.3,8,-0.638095
46923,6,83,34.54166,-119.79146,2022-10-05,California,Santa Barbara,Los Padres National Forest,0,0.1,21,-0.6
46925,6,83,34.54166,-119.79146,2022-10-07,California,Santa Barbara,Los Padres National Forest,0,-0.2,3,-0.795455
46928,6,83,34.54166,-119.79146,2022-10-10,California,Santa Barbara,Los Padres National Forest,0,-0.1,8,-0.463636
46930,6,83,34.54166,-119.79146,2022-10-12,California,Santa Barbara,Los Padres National Forest,0,0.3,20,-0.163636
46932,6,83,34.54166,-119.79146,2022-10-14,California,Santa Barbara,Los Padres National Forest,0,0.2,12,-0.254545
46935,6,83,34.54166,-119.79146,2022-10-17,California,Santa Barbara,Los Padres National Forest,0,-0.1,18,-0.510526
46937,6,83,34.54166,-119.79146,2022-10-19,California,Santa Barbara,Los Padres National Forest,0,-0.1,11,-0.863636
46939,6,83,34.54166,-119.79146,2022-10-21,California,Santa Barbara,Los Padres National Forest,0,0.0,11,-0.613636
46942,6,83,34.54166,-119.79146,2022-10-24,California,Santa Barbara,Los Padres National Forest,0,-0.7,12,-0.972727
46944,6,83,34.54166,-119.79146,2022-10-26,California,Santa Barbara,Los Padres National Forest,0,-0.2,13,-0.790909
46946,6,83,34.54166,-119.79146,2022-10-28,California,Santa Barbara,Los Padres National Forest,0,0.7,11,-0.159091
46949,6,83,34.54166,-119.79146,2022-10-31,California,Santa Barbara,Los Padres National Forest,0,0.1,17,-0.568421
46951,6,83,34.54166,-119.79146,2022-11-02,California,Santa Barbara,Los Padres National Forest,0,0.2,8,-0.640909
46955,6,83,34.54166,-119.79146,2022-11-06,California,Santa Barbara,Los Padres National Forest,0,0.3,9,-0.340909
46961,6,83,34.54166,-119.79146,2022-11-12,California,Santa Barbara,Los Padres National Forest,1,1.4,15,0.709091
46963,6,83,34.54166,-119.79146,2022-11-14,California,Santa Barbara,Los Padres National Forest,1,1.5,18,0.642857
46967,6,83,34.54166,-119.79146,2022-11-18,California,Santa Barbara,Los Padres National Forest,2,2.3,14,0.954545
46973,6,83,34.54166,-119.79146,2022-11-24,California,Santa Barbara,Los Padres National Forest,1,1.3,12,0.375
46975,6,83,34.54166,-119.79146,2022-11-26,California,Santa Barbara,Los Padres National Forest,1,1.0,16,0.495
46977,6,83,34.54166,-119.79146,2022-11-28,California,Santa Barbara,Los Padres National Forest,1,1.3,11,0.77619
46980,6,83,34.54166,-119.79146,2022-12-01,California,Santa Barbara,Los Padres National Forest,0,0.6,11,0.14
46982,6,83,34.54166,-119.79146,2022-12-03,California,Santa Barbara,Los Padres National Forest,0,0.5,12,-0.03
46986,6,83,34.54166,-119.79146,2022-12-07,California,Santa Barbara,Los Padres National Forest,1,1.1,12,0.155
46989,6,83,34.54166,-119.79146,2022-12-10,California,Santa Barbara,Los Padres National Forest,1,1.5,12,0.06
46991,6,83,34.54166,-119.79146,2022-12-12,California,Santa Barbara,Los Padres National Forest,0,0.3,12,-0.161905
46993,6,83,34.54166,-119.79146,2022-12-14,California,Santa Barbara,Los Padres National Forest,1,1.2,13,0.28
46996,6,83,34.54166,-119.79146,2022-12-17,California,Santa Barbara,Los Padres National Forest,0,0.5,16,0.07
46998,6,83,34.54166,-119.79146,2022-12-19,California,Santa Barbara,Los Padres National Forest,1,1.4,13,0.31
47000,6,83,34.54166,-119.79146,2022-12-21,California,Santa Barbara,Los Padres National Forest,2,2.7,15,0.455
47003,6,83,34.54166,-119.79146,2022-12-24,California,Santa Barbara,Los Padres National Forest,0,0.2,11,-0.09
47005,6,83,34.54166,-119.79146,2022-12-26,California,Santa Barbara,Los Padres National Forest,1,1.4,19,0.090476
47009,6,83,34.54166,-119.79146,2022-12-30,California,Santa Barbara,Los Padres National Forest,0,0.1,11,-0.157895
47012,6,83,34.54166,-119.79146,2023-01-03,California,Santa Barbara,Los Padres National Forest,0,0.6,12,-0.13
47016,6,83,34.54166,-119.79146,2023-01-07,California,Santa Barbara,Los Padres National Forest,1,1.0,16,0.24
47018,6,83,34.54166,-119.79146,2023-01-09,California,Santa Barbara,Los Padres National Forest,0,0.1,5,-0.371429
47024,6,83,34.54166,-119.79146,2023-01-15,California,Santa Barbara,Los Padres National Forest,0,-0.1,12,-0.49
47026,6,83,34.54166,-119.79146,2023-01-17,California,Santa Barbara,Los Padres National Forest,0,0.3,10,-0.295
47028,6,83,34.54166,-119.79146,2023-01-19,California,Santa Barbara,Los Padres National Forest,0,0.0,9,-0.3
47029,6,83,34.54166,-119.79146,2023-01-20,California,Santa Barbara,Los Padres National Forest,0,0.6,14,-0.127778
47031,6,83,34.54166,-119.79146,2023-01-22,California,Santa Barbara,Los Padres National Forest,0,0.0,10,-0.27
47032,6,83,34.54166,-119.79146,2023-01-23,California,Santa Barbara,Los Padres National Forest,0,0.1,16,-0.147368
47033,6,83,34.54166,-119.79146,2023-01-24,California,Santa Barbara,Los Padres National Forest,0,0.0,14,-0.25
47035,6,83,34.54166,-119.79146,2023-01-26,California,Santa Barbara,Los Padres National Forest,0,0.6,15,0.05
47036,6,83,34.54166,-119.79146,2023-01-27,California,Santa Barbara,Los Padres National Forest,0,0.8,16,0.08
47037,6,83,34.54166,-119.79146,2023-01-28,California,Santa Barbara,Los Padres National Forest,3,3.0,14,0.51
47039,6,83,34.54166,-119.79146,2023-01-30,California,Santa Barbara,Los Padres National Forest,0,0.0,11,-0.294444
47040,6,83,34.54166,-119.79146,2023-01-31,California,Santa Barbara,Los Padres National Forest,0,0.4,12,-0.12
47041,6,83,34.54166,-119.79146,2023-02-01,California,Santa Barbara,Los Padres National Forest,0,0.1,16,-0.165
47043,6,83,34.54166,-119.79146,2023-02-03,California,Santa Barbara,Los Padres National Forest,0,0.9,18,0.235
47044,6,83,34.54166,-119.79146,2023-02-04,California,Santa Barbara,Los Padres National Forest,0,0.0,0,-0.21
47045,6,83,34.54166,-119.79146,2023-02-05,California,Santa Barbara,Los Padres National Forest,0,0.0,11,-0.375
47047,6,83,34.54166,-119.79146,2023-02-07,California,Santa Barbara,Los Padres National Forest,0,0.1,18,-0.22
47048,6,83,34.54166,-119.79146,2023-02-08,California,Santa Barbara,Los Padres National Forest,1,1.1,12,-0.155
47049,6,83,34.54166,-119.79146,2023-02-09,California,Santa Barbara,Los Padres National Forest,0,0.5,17,-0.170588
47051,6,83,34.54166,-119.79146,2023-02-11,California,Santa Barbara,Los Padres National Forest,0,0.0,10,-0.245455
47052,6,83,34.54166,-119.79146,2023-02-12,California,Santa Barbara,Los Padres National Forest,0,0.3,12,-0.045
47053,6,83,34.54166,-119.79146,2023-02-13,California,Santa Barbara,Los Padres National Forest,0,0.0,9,-0.233333
47055,6,83,34.54166,-119.79146,2023-02-17,California,Santa Barbara,Los Padres National Forest,0,0.6,20,0.0
47056,6,83,34.54166,-119.79146,2023-02-18,California,Santa Barbara,Los Padres National Forest,0,0.0,0,0.0
47057,6,83,34.54166,-119.79146,2023-02-20,California,Santa Barbara,Los Padres National Forest,0,0.7,19,0.47
47059,6,83,34.54166,-119.79146,2023-02-22,California,Santa Barbara,Los Padres National Forest,0,-0.8,0,-0.8
47060,6,83,34.54166,-119.79146,2023-02-28,California,Santa Barbara,Los Padres National Forest,0,-0.1,14,-0.4
47061,6,83,34.54166,-119.79146,2023-03-01,California,Santa Barbara,Los Padres National Forest,0,0.1,20,-0.227273
47063,6,83,34.54166,-119.79146,2023-03-03,California,Santa Barbara,Los Padres National Forest,0,0.5,13,-0.118182
47064,6,83,34.54166,-119.79146,2023-03-04,California,Santa Barbara,Los Padres National Forest,0,0.1,12,-0.218182
47065,6,83,34.54166,-119.79146,2023-03-05,California,Santa Barbara,Los Padres National Forest,0,0.0,15,-0.386364
47067,6,83,34.54166,-119.79146,2023-03-07,California,Santa Barbara,Los Padres National Forest,0,0.0,10,-0.272727
47068,6,83,34.54166,-119.79146,2023-03-08,California,Santa Barbara,Los Padres National Forest,0,0.1,13,-0.1
47069,6,83,34.54166,-119.79146,2023-03-09,California,Santa Barbara,Los Padres National Forest,0,0.5,16,-0.163636
47071,6,83,34.54166,-119.79146,2023-03-11,California,Santa Barbara,Los Padres National Forest,0,0.7,12,-0.054545
47072,6,83,34.54166,-119.79146,2023-03-12,California,Santa Barbara,Los Padres National Forest,0,0.0,9,-0.386364
47073,6,83,34.54166,-119.79146,2023-03-13,California,Santa Barbara,Los Padres National Forest,0,0.1,9,-0.368421
47075,6,83,34.54166,-119.79146,2023-03-15,California,Santa Barbara,Los Padres National Forest,0,0.1,3,-0.277273
47076,6,83,34.54166,-119.79146,2023-03-16,California,Santa Barbara,Los Padres National Forest,0,0.5,10,-0.136364
47077,6,83,34.54166,-119.79146,2023-03-17,California,Santa Barbara,Los Padres National Forest,1,1.2,11,0.095455
47079,6,83,34.54166,-119.79146,2023-03-19,California,Santa Barbara,Los Padres National Forest,0,0.6,9,-0.090909
47080,6,83,34.54166,-119.79146,2023-03-20,California,Santa Barbara,Los Padres National Forest,0,0.2,13,-0.278947
47081,6,83,34.54166,-119.79146,2023-03-21,California,Santa Barbara,Los Padres National Forest,0,0.0,8,-0.440909
47083,6,83,34.54166,-119.79146,2023-03-23,California,Santa Barbara,Los Padres National Forest,0,0.0,12,-0.245455
47084,6,83,34.54166,-119.79146,2023-03-24,California,Santa Barbara,Los Padres National Forest,0,-0.1,8,-0.290909
47085,6,83,34.54166,-119.79146,2023-03-25,California,Santa Barbara,Los Padres National Forest,0,0.2,21,-0.05
47086,6,83,34.54166,-119.79146,2023-03-26,California,Santa Barbara,Los Padres National Forest,0,0.4,10,-0.022727
47087,6,83,34.54166,-119.79146,2023-03-27,California,Santa Barbara,Los Padres National Forest,0,0.5,11,0.157895
47088,6,83,34.54166,-119.79146,2023-03-28,California,Santa Barbara,Los Padres National Forest,1,1.3,10,0.090909
47090,6,83,34.54166,-119.79146,2023-03-30,California,Santa Barbara,Los Padres National Forest,0,0.0,10,-0.272727
47091,6,83,34.54166,-119.79146,2023-03-31,California,Santa Barbara,Los Padres National Forest,1,1.1,11,-0.054545
47092,6,83,34.54166,-119.79146,2023-04-01,California,Santa Barbara,Los Padres National Forest,0,0.6,15,-0.109091
47094,6,83,34.54166,-119.79146,2023-04-03,California,Santa Barbara,Los Padres National Forest,0,-0.1,14,-0.361905
47095,6,83,34.54166,-119.79146,2023-04-04,California,Santa Barbara,Los Padres National Forest,31,33.9,9,10.036364
47096,6,83,34.54166,-119.79146,2023-04-05,California,Santa Barbara,Los Padres National Forest,18,19.9,4,4.810526
47098,6,83,34.54166,-119.79146,2023-04-07,California,Santa Barbara,Los Padres National Forest,0,0.5,10,0.063636
47099,6,83,34.54166,-119.79146,2023-04-08,California,Santa Barbara,Los Padres National Forest,0,0.1,11,-0.195455
47100,6,83,34.54166,-119.79146,2023-04-09,California,Santa Barbara,Los Padres National Forest,0,0.3,20,-0.072727
47102,6,83,34.54166,-119.79146,2023-04-11,California,Santa Barbara,Los Padres National Forest,0,0.8,14,0.040909
47103,6,83,34.54166,-119.79146,2023-04-12,California,Santa Barbara,Los Padres National Forest,0,0.4,12,-0.204545
47104,6,83,34.54166,-119.79146,2023-04-13,California,Santa Barbara,Los Padres National Forest,1,1.0,22,-0.21
47105,6,83,34.54166,-119.79146,2023-04-14,California,Santa Barbara,Los Padres National Forest,25,27.7,0,1.2
47107,6,83,34.54166,-119.79146,2023-04-16,California,Santa Barbara,Los Padres National Forest,0,0.4,14,-0.145455
47108,6,83,34.54166,-119.79146,2023-04-17,California,Santa Barbara,Los Padres National Forest,0,0.5,11,-0.110526
47109,6,83,34.54166,-119.79146,2023-04-18,California,Santa Barbara,Los Padres National Forest,0,0.4,13,-0.063636
47111,6,83,34.54166,-119.79146,2023-04-20,California,Santa Barbara,Los Padres National Forest,0,0.5,7,0.131818
47112,6,83,34.54166,-119.79146,2023-04-21,California,Santa Barbara,Los Padres National Forest,0,0.5,14,0.027273
47113,6,83,34.54166,-119.79146,2023-04-22,California,Santa Barbara,Los Padres National Forest,0,0.4,7,0.154545
47115,6,83,34.54166,-119.79146,2023-04-24,California,Santa Barbara,Los Padres National Forest,0,0.8,13,0.015
47116,6,83,34.54166,-119.79146,2023-04-25,California,Santa Barbara,Los Padres National Forest,0,0.9,14,0.040909
47117,6,83,34.54166,-119.79146,2023-04-26,California,Santa Barbara,Los Padres National Forest,0,0.8,15,0.204545
47119,6,83,34.54166,-119.79146,2023-04-28,California,Santa Barbara,Los Padres National Forest,0,0.9,14,0.422727
47120,6,83,34.54166,-119.79146,2023-04-29,California,Santa Barbara,Los Padres National Forest,0,0.8,14,0.254545
47121,6,83,34.54166,-119.79146,2023-04-30,California,Santa Barbara,Los Padres National Forest,0,0.4,0,-0.018182
47123,6,83,34.54166,-119.79146,2023-05-02,California,Santa Barbara,Los Padres National Forest,0,0.4,9,-0.236364
47124,6,83,34.54166,-119.79146,2023-05-03,California,Santa Barbara,Los Padres National Forest,0,0.0,10,-0.390909
47125,6,83,34.54166,-119.79146,2023-05-04,California,Santa Barbara,Los Padres National Forest,0,-0.6,0,-0.6
47127,6,83,34.54166,-119.79146,2023-05-09,California,Santa Barbara,Los Padres National Forest,0,0.0,5,-0.177273
47128,6,83,34.54166,-119.79146,2023-05-10,California,Santa Barbara,Los Padres National Forest,0,0.3,10,-0.204545
47129,6,83,34.54166,-119.79146,2023-05-11,California,Santa Barbara,Los Padres National Forest,0,0.5,13,-0.063636
47131,6,83,34.54166,-119.79146,2023-05-13,California,Santa Barbara,Los Padres National Forest,0,0.7,17,0.172727
47132,6,83,34.54166,-119.79146,2023-05-14,California,Santa Barbara,Los Padres National Forest,0,0.6,11,0.236364
47133,6,83,34.54166,-119.79146,2023-05-15,California,Santa Barbara,Los Padres National Forest,1,1.9,13,1.047059
47135,6,83,34.54166,-119.79146,2023-05-17,California,Santa Barbara,Los Padres National Forest,2,2.0,16,1.590909
47136,6,83,34.54166,-119.79146,2023-05-18,California,Santa Barbara,Los Padres National Forest,2,2.6,13,1.590909
47137,6,83,34.54166,-119.79146,2023-05-19,California,Santa Barbara,Los Padres National Forest,2,2.1,13,1.513636
47139,6,83,34.54166,-119.79146,2023-05-21,California,Santa Barbara,Los Padres National Forest,1,1.8,13,1.368182
47140,6,83,34.54166,-119.79146,2023-05-22,California,Santa Barbara,Los Padres National Forest,1,1.9,13,1.359091
47141,6,83,34.54166,-119.79146,2023-05-23,California,Santa Barbara,Los Padres National Forest,2,2.4,14,1.454545
47143,6,83,34.54166,-119.79146,2023-05-25,California,Santa Barbara,Los Padres National Forest,1,1.9,9,1.390909
47144,6,83,34.54166,-119.79146,2023-05-26,California,Santa Barbara,Los Padres National Forest,1,1.9,12,1.263636
47145,6,83,34.54166,-119.79146,2023-05-27,California,Santa Barbara,Los Padres National Forest,1,1.8,14,1.222727
47147,6,83,34.54166,-119.79146,2023-05-29,California,Santa Barbara,Los Padres National Forest,1,1.8,13,1.209524
47148,6,83,34.54166,-119.79146,2023-05-30,California,Santa Barbara,Los Padres National Forest,1,1.5,10,0.573684
47149,6,83,34.54166,-119.79146,2023-05-31,California,Santa Barbara,Los Padres National Forest,0,0.6,13,0.047368
47151,6,83,34.54166,-119.79146,2023-06-02,California,Santa Barbara,Los Padres National Forest,1,1.0,14,0.236364
47152,6,83,34.54166,-119.79146,2023-06-03,California,Santa Barbara,Los Padres National Forest,0,0.5,21,0.140909
47153,6,83,34.54166,-119.79146,2023-06-04,California,Santa Barbara,Los Padres National Forest,0,0.5,0,0.063636
47155,6,83,34.54166,-119.79146,2023-06-06,California,Santa Barbara,Los Padres National Forest,0,0.5,12,0.040909
47156,6,83,34.54166,-119.79146,2023-06-07,California,Santa Barbara,Los Padres National Forest,0,0.5,17,0.15
47157,6,83,34.54166,-119.79146,2023-06-08,California,Santa Barbara,Los Padres National Forest,0,0.4,14,0.195455
47159,6,83,34.54166,-119.79146,2023-06-10,California,Santa Barbara,Los Padres National Forest,0,0.5,13,0.095455
47160,6,83,34.54166,-119.79146,2023-06-11,California,Santa Barbara,Los Padres National Forest,0,0.2,11,-0.027273
47161,6,83,34.54166,-119.79146,2023-06-12,California,Santa Barbara,Los Padres National Forest,0,0.2,11,-0.014286
47163,6,83,34.54166,-119.79146,2023-06-14,California,Santa Barbara,Los Padres National Forest,0,0.5,10,0.1
47164,6,83,34.54166,-119.79146,2023-06-15,California,Santa Barbara,Los Padres National Forest,0,0.7,14,0.222222
47166,6,83,34.54166,-119.79146,2023-06-17,California,Santa Barbara,Los Padres National Forest,0,0.6,21,0.213636
47167,6,83,34.54166,-119.79146,2023-06-18,California,Santa Barbara,Los Padres National Forest,0,0.4,0,0.054545
47168,6,83,34.54166,-119.79146,2023-06-19,California,Santa Barbara,Los Padres National Forest,0,0.1,13,-0.085
47170,6,83,34.54166,-119.79146,2023-06-21,California,Santa Barbara,Los Padres National Forest,0,0.5,13,0.040909
47171,6,83,34.54166,-119.79146,2023-06-22,California,Santa Barbara,Los Padres National Forest,0,0.2,14,-0.054545
47172,6,83,34.54166,-119.79146,2023-06-23,California,Santa Barbara,Los Padres National Forest,0,0.4,12,-0.018182
47174,6,83,34.54166,-119.79146,2023-06-25,California,Santa Barbara,Los Padres National Forest,0,0.0,0,-0.109091
47175,6,83,34.54166,-119.79146,2023-06-26,California,Santa Barbara,Los Padres National Forest,0,0.4,12,0.042105
47176,6,83,34.54166,-119.79146,2023-06-27,California,Santa Barbara,Los Padres National Forest,0,0.8,13,0.054545
47178,6,83,34.54166,-119.79146,2023-06-29,California,Santa Barbara,Los Padres National Forest,0,0.8,13,0.236364
47179,6,83,34.54166,-119.79146,2023-06-30,California,Santa Barbara,Los Padres National Forest,0,0.7,4,0.328571
47180,6,83,34.63782,-120.4575,2022-01-01,California,Santa Barbara,Lompoc,12,13.0,22,4.0
47182,6,83,34.63782,-120.4575,2022-01-03,California,Santa Barbara,Lompoc,14,15.0,8,8.173913
47183,6,83,34.63782,-120.4575,2022-01-04,California,Santa Barbara,Lompoc,12,13.0,6,4.478261
47184,6,83,34.63782,-120.4575,2022-01-05,California,Santa Barbara,Lompoc,5,5.0,7,1.869565
47186,6,83,34.63782,-120.4575,2022-01-07,California,Santa Barbara,Lompoc,4,4.0,6,2.217391
47187,6,83,34.63782,-120.4575,2022-01-08,California,Santa Barbara,Lompoc,8,9.0,6,3.086957
47188,6,83,34.63782,-120.4575,2022-01-09,California,Santa Barbara,Lompoc,10,11.0,23,5.130435
47190,6,83,34.63782,-120.4575,2022-01-11,California,Santa Barbara,Lompoc,12,13.0,7,7.608696
47191,6,83,34.63782,-120.4575,2022-01-12,California,Santa Barbara,Lompoc,18,19.0,19,11.0
47192,6,83,34.63782,-120.4575,2022-01-13,California,Santa Barbara,Lompoc,18,19.0,6,8.478261
47194,6,83,34.63782,-120.4575,2022-01-15,California,Santa Barbara,Lompoc,11,12.0,7,8.0
47195,6,83,34.63782,-120.4575,2022-01-16,California,Santa Barbara,Lompoc,11,12.0,6,6.130435
47196,6,83,34.63782,-120.4575,2022-01-17,California,Santa Barbara,Lompoc,11,12.0,7,5.826087
47197,6,83,34.63782,-120.4575,2022-01-18,California,Santa Barbara,Lompoc,7,7.0,7,3.130435
47198,6,83,34.63782,-120.4575,2022-01-19,California,Santa Barbara,Lompoc,7,7.0,22,3.304348
47200,6,83,34.63782,-120.4575,2022-01-21,California,Santa Barbara,Lompoc,9,10.0,1,5.73913
47201,6,83,34.63782,-120.4575,2022-01-22,California,Santa Barbara,Lompoc,16,17.0,22,7.521739
47202,6,83,34.63782,-120.4575,2022-01-23,California,Santa Barbara,Lompoc,16,17.0,21,7.217391
47203,6,83,34.63782,-120.4575,2022-01-24,California,Santa Barbara,Lompoc,16,17.0,7,7.782609
47204,6,83,34.63782,-120.4575,2022-01-25,California,Santa Barbara,Lompoc,8,8.0,1,3.695652
47205,6,83,34.63782,-120.4575,2022-01-26,California,Santa Barbara,Lompoc,11,12.0,7,5.5
47207,6,83,34.63782,-120.4575,2022-01-28,California,Santa Barbara,Lompoc,18,19.0,6,8.826087
47209,6,83,34.63782,-120.4575,2022-01-30,California,Santa Barbara,Lompoc,14,15.0,6,6.695652
47210,6,83,34.63782,-120.4575,2022-01-31,California,Santa Barbara,Lompoc,11,12.0,7,5.826087
47212,6,83,34.63782,-120.4575,2022-02-02,California,Santa Barbara,Lompoc,9,10.0,7,4.15
47213,6,83,34.63782,-120.4575,2022-02-03,California,Santa Barbara,Lompoc,19,20.0,7,7.086957
47214,6,83,34.63782,-120.4575,2022-02-04,California,Santa Barbara,Lompoc,15,16.0,7,6.727273
47216,6,83,34.63782,-120.4575,2022-02-06,California,Santa Barbara,Lompoc,11,12.0,7,5.347826
47217,6,83,34.63782,-120.4575,2022-02-07,California,Santa Barbara,Lompoc,17,18.0,6,7.863636
47218,6,83,34.63782,-120.4575,2022-02-08,California,Santa Barbara,Lompoc,17,18.0,7,8.4
47220,6,83,34.63782,-120.4575,2022-02-10,California,Santa Barbara,Lompoc,15,16.0,7,7.26087
47221,6,83,34.63782,-120.4575,2022-02-11,California,Santa Barbara,Lompoc,19,20.0,6,8.0
47222,6,83,34.63782,-120.4575,2022-02-12,California,Santa Barbara,Lompoc,13,14.0,7,5.608696
47224,6,83,34.63782,-120.4575,2022-02-14,California,Santa Barbara,Lompoc,5,5.0,8,2.130435
47225,6,83,34.63782,-120.4575,2022-02-15,California,Santa Barbara,Lompoc,8,8.0,22,2.173913
47226,6,83,34.63782,-120.4575,2022-02-16,California,Santa Barbara,Lompoc,15,16.0,7,5.434783
47228,6,83,34.63782,-120.4575,2022-02-18,California,Santa Barbara,Lompoc,17,18.0,6,5.956522
47229,6,83,34.63782,-120.4575,2022-02-19,California,Santa Barbara,Lompoc,6,6.0,7,3.0
47230,6,83,34.63782,-120.4575,2022-02-20,California,Santa Barbara,Lompoc,2,2.0,0,1.304348
47231,6,83,34.63782,-120.4575,2022-02-21,California,Santa Barbara,Lompoc,2,2.0,18,0.826087
47233,6,83,34.63782,-120.4575,2022-02-23,California,Santa Barbara,Lompoc,10,11.0,5,4.5
47235,6,83,34.63782,-120.4575,2022-02-25,California,Santa Barbara,Lompoc,14,15.0,6,7.0
47236,6,83,34.63782,-120.4575,2022-02-26,California,Santa Barbara,Lompoc,14,15.0,21,5.304348
47237,6,83,34.63782,-120.4575,2022-02-27,California,Santa Barbara,Lompoc,10,11.0,6,4.217391
47239,6,83,34.63782,-120.4575,2022-03-01,California,Santa Barbara,Lompoc,19,20.0,6,7.428571
47240,6,83,34.63782,-120.4575,2022-03-02,California,Santa Barbara,Lompoc,14,15.0,6,5.818182
47241,6,83,34.63782,-120.4575,2022-03-03,California,Santa Barbara,Lompoc,11,12.0,8,4.8
47243,6,83,34.63782,-120.4575,2022-03-05,California,Santa Barbara,Lompoc,6,6.0,6,2.130435
47244,6,83,34.63782,-120.4575,2022-03-06,California,Santa Barbara,Lompoc,10,11.0,5,3.217391
47245,6,83,34.63782,-120.4575,2022-03-07,California,Santa Barbara,Lompoc,14,15.0,6,5.869565
47247,6,83,34.63782,-120.4575,2022-03-09,California,Santa Barbara,Lompoc,5,5.0,9,1.4
47248,6,83,34.63782,-120.4575,2022-03-10,California,Santa Barbara,Lompoc,10,11.0,7,2.565217
47249,6,83,34.63782,-120.4575,2022-03-11,California,Santa Barbara,Lompoc,11,12.0,6,4.826087
47251,6,83,34.63782,-120.4575,2022-03-13,California,Santa Barbara,Lompoc,5,5.0,0,1.565217
