,State Code,County Code,Latitude,Longitude,Date Local,State Name,County Name,City Name,AQI Ozone,1st Max Value Ozone,1st Max Hour Ozone,Arithmetic Mean Ozone
0,1,3,30.497478,-87.880258,2022-02-28,Alabama,Baldwin,Fairhope,35.0,0.038,23,0.038
1,1,3,30.497478,-87.880258,2022-03-01,Alabama,Baldwin,Fairhope,50.0,0.054,12,0.0373885
2,1,3,30.497478,-87.880258,2022-03-02,Alabama,Baldwin,Fairhope,51.0,0.055,12,0.03543
3,1,3,30.497478,-87.880258,2022-03-03,Alabama,Baldwin,Fairhope,40.0,0.043,15,0.023381
4,1,3,30.497478,-87.880258,2022-03-04,Alabama,Baldwin,Fairhope,77.0,0.063,10,0.04624
5,1,3,30.497478,-87.880258,2022-03-05,Alabama,Baldwin,Fairhope,41.0,0.044,9,0.0391765
6,1,3,30.497478,-87.880258,2022-03-06,Alabama,Baldwin,Fairhope,31.0,0.033,7,0.029824
7,1,3,30.497478,-87.880258,2022-03-06,Alabama,Baldwin,Fairhope,31.0,0.034,4,0.030667
8,1,3,30.497478,-87.880258,2022-03-07,Alabama,Baldwin,Fairhope,27.0,0.029,9,0.027624
9,1,3,30.497478,-87.880258,2022-03-08,Alabama,Baldwin,Fairhope,19.0,0.02,11,0.018118
10,1,3,30.497478,-87.880258,2022-03-08,Alabama,Baldwin,Fairhope,21.0,0.023,0,0.018417
11,1,3,30.497478,-87.880258,2022-03-09,Alabama,Baldwin,Fairhope,20.0,0.022,12,0.0185135
12,1,3,30.497478,-87.880258,2022-03-10,Alabama,Baldwin,Fairhope,34.0,0.037,10,0.026136
14,1,3,30.497478,-87.880258,2022-03-12,Alabama,Baldwin,Fairhope,40.0,0.043,10,0.0385994999999999
15,1,3,30.497478,-87.880258,2022-03-13,Alabama,Baldwin,Fairhope,42.0,0.045,10,0.032635
17,1,3,30.497478,-87.880258,2022-03-15,Alabama,Baldwin,Fairhope,40.0,0.043,11,0.0389155
18,1,3,30.497478,-87.880258,2022-03-16,Alabama,Baldwin,Fairhope,38.0,0.041,11,0.029761
19,1,3,30.497478,-87.880258,2022-03-17,Alabama,Baldwin,Fairhope,42.0,0.045,11,0.037537
20,1,3,30.497478,-87.880258,2022-03-18,Alabama,Baldwin,Fairhope,32.0,0.035,22,0.029941
21,1,3,30.497478,-87.880258,2022-03-18,Alabama,Baldwin,Fairhope,35.0,0.038,0,0.030625
22,1,3,30.497478,-87.880258,2022-03-19,Alabama,Baldwin,Fairhope,38.0,0.041,9,0.0365194999999999
24,1,3,30.497478,-87.880258,2022-03-21,Alabama,Baldwin,Fairhope,45.0,0.049,10,0.043342
26,1,3,30.497478,-87.880258,2022-03-22,Alabama,Baldwin,Fairhope,45.0,0.049,0,0.037042
27,1,3,30.497478,-87.880258,2022-03-23,Alabama,Baldwin,Fairhope,41.0,0.044,13,0.03718
28,1,3,30.497478,-87.880258,2022-03-24,Alabama,Baldwin,Fairhope,50.0,0.054,13,0.0472215
29,1,3,30.497478,-87.880258,2022-03-25,Alabama,Baldwin,Fairhope,51.0,0.055,11,0.0461204999999999
30,1,3,30.497478,-87.880258,2022-03-26,Alabama,Baldwin,Fairhope,45.0,0.049,11,0.0425525
31,1,3,30.497478,-87.880258,2022-03-27,Alabama,Baldwin,Fairhope,87.0,0.066,12,0.054566
32,1,3,30.497478,-87.880258,2022-03-28,Alabama,Baldwin,Fairhope,46.0,0.05,7,0.046809
33,1,3,30.497478,-87.880258,2022-03-29,Alabama,Baldwin,Fairhope,44.0,0.048,23,0.0385785
34,1,3,30.497478,-87.880258,2022-03-30,Alabama,Baldwin,Fairhope,48.0,0.052,7,0.044471
35,1,3,30.497478,-87.880258,2022-03-30,Alabama,Baldwin,Fairhope,49.0,0.053,3,0.04675
36,1,3,30.497478,-87.880258,2022-03-31,Alabama,Baldwin,Fairhope,41.0,0.044,10,0.033249
37,1,3,30.497478,-87.880258,2022-04-01,Alabama,Baldwin,Fairhope,44.0,0.048,11,0.0337305
38,1,3,30.497478,-87.880258,2022-04-02,Alabama,Baldwin,Fairhope,34.0,0.037,11,0.023923
39,1,3,30.497478,-87.880258,2022-04-03,Alabama,Baldwin,Fairhope,45.0,0.049,11,0.0312745
40,1,3,30.497478,-87.880258,2022-04-04,Alabama,Baldwin,Fairhope,48.0,0.052,9,0.0420085
41,1,3,30.497478,-87.880258,2022-04-05,Alabama,Baldwin,Fairhope,38.0,0.041,11,0.030819
42,1,3,30.497478,-87.880258,2022-04-06,Alabama,Baldwin,Fairhope,34.0,0.037,23,0.024184
43,1,3,30.497478,-87.880258,2022-04-07,Alabama,Baldwin,Fairhope,43.0,0.046,9,0.0416114999999999
44,1,3,30.497478,-87.880258,2022-04-08,Alabama,Baldwin,Fairhope,44.0,0.048,11,0.0406765
45,1,3,30.497478,-87.880258,2022-04-09,Alabama,Baldwin,Fairhope,44.0,0.048,12,0.0359914999999999
46,1,3,30.497478,-87.880258,2022-04-10,Alabama,Baldwin,Fairhope,51.0,0.055,10,0.0425525
47,1,3,30.497478,-87.880258,2022-04-11,Alabama,Baldwin,Fairhope,43.0,0.046,9,0.040353
48,1,3,30.497478,-87.880258,2022-04-12,Alabama,Baldwin,Fairhope,35.0,0.038,8,0.0352819999999999
49,1,3,30.497478,-87.880258,2022-04-13,Alabama,Baldwin,Fairhope,33.0,0.036,23,0.0326975
50,1,3,30.497478,-87.880258,2022-04-14,Alabama,Baldwin,Fairhope,37.0,0.04,10,0.030604
51,1,3,30.497478,-87.880258,2022-04-15,Alabama,Baldwin,Fairhope,42.0,0.045,10,0.0355064999999999
52,1,3,30.497478,-87.880258,2022-04-16,Alabama,Baldwin,Fairhope,24.0,0.026,17,0.023048
53,1,3,30.497478,-87.880258,2022-04-17,Alabama,Baldwin,Fairhope,29.0,0.031,21,0.026734
54,1,3,30.497478,-87.880258,2022-04-18,Alabama,Baldwin,Fairhope,31.0,0.033,20,0.029636
55,1,3,30.497478,-87.880258,2022-04-19,Alabama,Baldwin,Fairhope,41.0,0.044,9,0.033979
56,1,3,30.497478,-87.880258,2022-04-20,Alabama,Baldwin,Fairhope,44.0,0.048,9,0.043624
57,1,3,30.497478,-87.880258,2022-04-21,Alabama,Baldwin,Fairhope,43.0,0.046,10,0.036058
58,1,3,30.497478,-87.880258,2022-04-22,Alabama,Baldwin,Fairhope,37.0,0.04,8,0.0318675
59,1,3,30.497478,-87.880258,2022-04-23,Alabama,Baldwin,Fairhope,37.0,0.04,8,0.0326865
60,1,3,30.497478,-87.880258,2022-04-24,Alabama,Baldwin,Fairhope,34.0,0.037,9,0.0301985
61,1,3,30.497478,-87.880258,2022-04-25,Alabama,Baldwin,Fairhope,31.0,0.034,9,0.0220549999999999
62,1,3,30.497478,-87.880258,2022-04-26,Alabama,Baldwin,Fairhope,26.0,0.028,11,0.0244549999999999
63,1,3,30.497478,-87.880258,2022-04-27,Alabama,Baldwin,Fairhope,46.0,0.05,12,0.0415635
64,1,3,30.497478,-87.880258,2022-04-28,Alabama,Baldwin,Fairhope,45.0,0.049,9,0.0356105
65,1,3,30.497478,-87.880258,2022-04-29,Alabama,Baldwin,Fairhope,41.0,0.044,8,0.034747
66,1,3,30.497478,-87.880258,2022-04-30,Alabama,Baldwin,Fairhope,33.0,0.036,10,0.0311765
67,1,3,30.497478,-87.880258,2022-05-01,Alabama,Baldwin,Fairhope,33.0,0.036,9,0.0300404999999999
68,1,3,30.497478,-87.880258,2022-05-02,Alabama,Baldwin,Fairhope,29.0,0.031,8,0.0239144999999999
69,1,3,30.497478,-87.880258,2022-05-03,Alabama,Baldwin,Fairhope,32.0,0.035,7,0.020859
70,1,3,30.497478,-87.880258,2022-05-04,Alabama,Baldwin,Fairhope,22.0,0.024,8,0.014588
71,1,3,30.497478,-87.880258,2022-05-05,Alabama,Baldwin,Fairhope,24.0,0.026,23,0.0206495
72,1,3,30.497478,-87.880258,2022-05-06,Alabama,Baldwin,Fairhope,41.0,0.044,14,0.037652
73,1,3,30.497478,-87.880258,2022-05-07,Alabama,Baldwin,Fairhope,58.0,0.057,11,0.0441435
74,1,3,30.497478,-87.880258,2022-05-08,Alabama,Baldwin,Fairhope,46.0,0.05,11,0.0357525
75,1,3,30.497478,-87.880258,2022-05-09,Alabama,Baldwin,Fairhope,39.0,0.042,9,0.0320025
76,1,3,30.497478,-87.880258,2022-05-10,Alabama,Baldwin,Fairhope,45.0,0.049,9,0.0315195
77,1,3,30.497478,-87.880258,2022-05-11,Alabama,Baldwin,Fairhope,77.0,0.063,12,0.0450075
78,1,3,30.497478,-87.880258,2022-05-12,Alabama,Baldwin,Fairhope,80.0,0.064,10,0.042342
79,1,3,30.497478,-87.880258,2022-05-13,Alabama,Baldwin,Fairhope,51.0,0.055,9,0.0442685
80,1,3,30.497478,-87.880258,2022-05-14,Alabama,Baldwin,Fairhope,64.0,0.059,9,0.0424309999999999
81,1,3,30.497478,-87.880258,2022-05-15,Alabama,Baldwin,Fairhope,51.0,0.055,10,0.0437455
82,1,3,30.497478,-87.880258,2022-05-16,Alabama,Baldwin,Fairhope,51.0,0.055,13,0.041499
83,1,3,30.497478,-87.880258,2022-05-17,Alabama,Baldwin,Fairhope,54.0,0.056,11,0.0446325
84,1,3,30.497478,-87.880258,2022-05-18,Alabama,Baldwin,Fairhope,41.0,0.044,16,0.0403815
85,1,3,30.497478,-87.880258,2022-05-19,Alabama,Baldwin,Fairhope,39.0,0.042,5,0.039292
86,1,3,30.497478,-87.880258,2022-05-19,Alabama,Baldwin,Fairhope,39.0,0.042,7,0.038647
87,1,3,30.497478,-87.880258,2022-05-20,Alabama,Baldwin,Fairhope,28.0,0.03,7,0.022176
88,1,3,30.497478,-87.880258,2022-05-20,Alabama,Baldwin,Fairhope,33.0,0.036,0,0.025417
89,1,3,30.497478,-87.880258,2022-05-21,Alabama,Baldwin,Fairhope,38.0,0.041,12,0.02992
90,1,3,30.497478,-87.880258,2022-05-22,Alabama,Baldwin,Fairhope,24.0,0.026,6,0.02125
91,1,3,30.497478,-87.880258,2022-05-22,Alabama,Baldwin,Fairhope,24.0,0.026,7,0.021118
92,1,3,30.497478,-87.880258,2022-05-23,Alabama,Baldwin,Fairhope,27.0,0.029,9,0.0216605
93,1,3,30.497478,-87.880258,2022-05-24,Alabama,Baldwin,Fairhope,19.0,0.021,20,0.0177895
94,1,3,30.497478,-87.880258,2022-05-25,Alabama,Baldwin,Fairhope,20.0,0.022,8,0.020565
95,1,3,30.497478,-87.880258,2022-05-26,Alabama,Baldwin,Fairhope,38.0,0.041,23,0.032266
96,1,3,30.497478,-87.880258,2022-05-27,Alabama,Baldwin,Fairhope,61.0,0.058,4,0.043292
97,1,3,30.497478,-87.880258,2022-05-27,Alabama,Baldwin,Fairhope,61.0,0.058,7,0.039176
98,1,3,30.497478,-87.880258,2022-05-28,Alabama,Baldwin,Fairhope,44.0,0.047,11,0.030287
99,1,3,30.497478,-87.880258,2022-05-29,Alabama,Baldwin,Fairhope,41.0,0.044,8,0.031391
100,1,3,30.497478,-87.880258,2022-05-30,Alabama,Baldwin,Fairhope,47.0,0.051,8,0.034315
102,1,3,30.497478,-87.880258,2022-06-01,Alabama,Baldwin,Fairhope,34.0,0.037,12,0.026694
103,1,3,30.497478,-87.880258,2022-06-02,Alabama,Baldwin,Fairhope,45.0,0.049,9,0.0333445
104,1,3,30.497478,-87.880258,2022-06-03,Alabama,Baldwin,Fairhope,31.0,0.034,8,0.0274729999999999
105,1,3,30.497478,-87.880258,2022-06-04,Alabama,Baldwin,Fairhope,40.0,0.043,9,0.035273
106,1,3,30.497478,-87.880258,2022-06-05,Alabama,Baldwin,Fairhope,42.0,0.045,11,0.035615
107,1,3,30.497478,-87.880258,2022-06-06,Alabama,Baldwin,Fairhope,41.0,0.044,12,0.0329375
108,1,3,30.497478,-87.880258,2022-06-07,Alabama,Baldwin,Fairhope,31.0,0.034,10,0.028565
109,1,3,30.497478,-87.880258,2022-06-08,Alabama,Baldwin,Fairhope,24.0,0.026,8,0.0244955
110,1,3,30.497478,-87.880258,2022-06-09,Alabama,Baldwin,Fairhope,31.0,0.034,9,0.023854
111,1,3,30.497478,-87.880258,2022-06-10,Alabama,Baldwin,Fairhope,42.0,0.045,9,0.031049
112,1,3,30.497478,-87.880258,2022-06-11,Alabama,Baldwin,Fairhope,46.0,0.05,10,0.0369105
113,1,3,30.497478,-87.880258,2022-06-12,Alabama,Baldwin,Fairhope,29.0,0.031,9,0.0250145
114,1,3,30.497478,-87.880258,2022-06-13,Alabama,Baldwin,Fairhope,27.0,0.029,17,0.0248125
115,1,3,30.497478,-87.880258,2022-06-14,Alabama,Baldwin,Fairhope,31.0,0.033,19,0.0289645
116,1,3,30.497478,-87.880258,2022-06-15,Alabama,Baldwin,Fairhope,47.0,0.051,10,0.036295
117,1,3,30.497478,-87.880258,2022-06-16,Alabama,Baldwin,Fairhope,39.0,0.042,8,0.0261165
118,1,3,30.497478,-87.880258,2022-06-17,Alabama,Baldwin,Fairhope,44.0,0.048,10,0.036181
119,1,3,30.497478,-87.880258,2022-06-18,Alabama,Baldwin,Fairhope,42.0,0.045,9,0.0354805
120,1,3,30.497478,-87.880258,2022-06-19,Alabama,Baldwin,Fairhope,50.0,0.054,10,0.043066
121,1,3,30.497478,-87.880258,2022-06-20,Alabama,Baldwin,Fairhope,43.0,0.046,8,0.035945
122,1,3,30.497478,-87.880258,2022-06-21,Alabama,Baldwin,Fairhope,33.0,0.036,8,0.02124
123,1,3,30.497478,-87.880258,2022-06-22,Alabama,Baldwin,Fairhope,41.0,0.044,11,0.034734
124,1,3,30.497478,-87.880258,2022-06-23,Alabama,Baldwin,Fairhope,74.0,0.062,11,0.0435725
125,1,3,30.497478,-87.880258,2022-06-24,Alabama,Baldwin,Fairhope,64.0,0.059,7,0.0378025
126,1,3,30.497478,-87.880258,2022-06-25,Alabama,Baldwin,Fairhope,46.0,0.05,8,0.03418
127,1,3,30.497478,-87.880258,2022-06-26,Alabama,Baldwin,Fairhope,37.0,0.04,8,0.024919
128,1,3,30.497478,-87.880258,2022-06-27,Alabama,Baldwin,Fairhope,39.0,0.042,10,0.033442
129,1,3,30.497478,-87.880258,2022-06-28,Alabama,Baldwin,Fairhope,38.0,0.041,10,0.029592
130,1,3,30.497478,-87.880258,2022-06-29,Alabama,Baldwin,Fairhope,31.0,0.034,9,0.024874
131,1,3,30.497478,-87.880258,2022-06-30,Alabama,Baldwin,Fairhope,31.0,0.034,8,0.0260245
132,1,3,30.497478,-87.880258,2022-07-01,Alabama,Baldwin,Fairhope,28.0,0.03,8,0.0210525
133,1,3,30.497478,-87.880258,2022-07-02,Alabama,Baldwin,Fairhope,20.0,0.022,9,0.014637
134,1,3,30.497478,-87.880258,2022-07-03,Alabama,Baldwin,Fairhope,20.0,0.022,8,0.0133025
135,1,3,30.497478,-87.880258,2022-07-04,Alabama,Baldwin,Fairhope,20.0,0.022,7,0.0112365
136,1,3,30.497478,-87.880258,2022-07-05,Alabama,Baldwin,Fairhope,30.0,0.032,11,0.0184804999999999
137,1,3,30.497478,-87.880258,2022-07-06,Alabama,Baldwin,Fairhope,31.0,0.033,8,0.019299
138,1,3,30.497478,-87.880258,2022-07-07,Alabama,Baldwin,Fairhope,27.0,0.029,8,0.0178605
139,1,3,30.497478,-87.880258,2022-07-08,Alabama,Baldwin,Fairhope,35.0,0.038,9,0.027576
140,1,3,30.497478,-87.880258,2022-07-09,Alabama,Baldwin,Fairhope,40.0,0.043,23,0.0333935
141,1,3,30.497478,-87.880258,2022-07-10,Alabama,Baldwin,Fairhope,39.0,0.042,11,0.028059
142,1,3,30.497478,-87.880258,2022-07-10,Alabama,Baldwin,Fairhope,40.0,0.043,0,0.03125
143,1,3,30.497478,-87.880258,2022-07-11,Alabama,Baldwin,Fairhope,42.0,0.045,10,0.0326985
144,1,3,30.497478,-87.880258,2022-07-12,Alabama,Baldwin,Fairhope,36.0,0.039,8,0.0279915
145,1,3,30.497478,-87.880258,2022-07-13,Alabama,Baldwin,Fairhope,40.0,0.043,9,0.038228
146,1,3,30.497478,-87.880258,2022-07-14,Alabama,Baldwin,Fairhope,34.0,0.037,10,0.0287905
147,1,3,30.497478,-87.880258,2022-07-15,Alabama,Baldwin,Fairhope,35.0,0.038,9,0.0262215
148,1,3,30.497478,-87.880258,2022-07-16,Alabama,Baldwin,Fairhope,35.0,0.038,8,0.024727
149,1,3,30.497478,-87.880258,2022-07-17,Alabama,Baldwin,Fairhope,25.0,0.027,8,0.019306
150,1,3,30.497478,-87.880258,2022-07-18,Alabama,Baldwin,Fairhope,34.0,0.037,20,0.030587
151,1,3,30.497478,-87.880258,2022-07-19,Alabama,Baldwin,Fairhope,29.0,0.031,7,0.026471
152,1,3,30.497478,-87.880258,2022-07-19,Alabama,Baldwin,Fairhope,31.0,0.033,0,0.028042
153,1,3,30.497478,-87.880258,2022-07-20,Alabama,Baldwin,Fairhope,26.0,0.028,7,0.024529
154,1,3,30.497478,-87.880258,2022-07-20,Alabama,Baldwin,Fairhope,27.0,0.029,5,0.024833
155,1,3,30.497478,-87.880258,2022-07-21,Alabama,Baldwin,Fairhope,31.0,0.034,22,0.025636
156,1,3,30.497478,-87.880258,2022-07-22,Alabama,Baldwin,Fairhope,34.0,0.037,8,0.024396
157,1,3,30.497478,-87.880258,2022-07-23,Alabama,Baldwin,Fairhope,17.0,0.018,11,0.013103
158,1,3,30.497478,-87.880258,2022-07-24,Alabama,Baldwin,Fairhope,18.0,0.019,9,0.0124535
159,1,3,30.497478,-87.880258,2022-07-25,Alabama,Baldwin,Fairhope,26.0,0.028,8,0.017701
160,1,3,30.497478,-87.880258,2022-07-26,Alabama,Baldwin,Fairhope,25.0,0.027,8,0.014463
161,1,3,30.497478,-87.880258,2022-07-27,Alabama,Baldwin,Fairhope,27.0,0.029,8,0.0209485
162,1,3,30.497478,-87.880258,2022-07-28,Alabama,Baldwin,Fairhope,29.0,0.031,10,0.023543
163,1,3,30.497478,-87.880258,2022-07-29,Alabama,Baldwin,Fairhope,28.0,0.03,9,0.0195559999999999
164,1,3,30.497478,-87.880258,2022-07-30,Alabama,Baldwin,Fairhope,28.0,0.03,8,0.0169255
165,1,3,30.497478,-87.880258,2022-07-31,Alabama,Baldwin,Fairhope,24.0,0.026,9,0.017238
166,1,3,30.497478,-87.880258,2022-08-01,Alabama,Baldwin,Fairhope,20.0,0.022,6,0.015375
167,1,3,30.497478,-87.880258,2022-08-01,Alabama,Baldwin,Fairhope,20.0,0.022,7,0.015176
168,1,3,30.497478,-87.880258,2022-08-02,Alabama,Baldwin,Fairhope,27.0,0.029,8,0.0198565
169,1,3,30.497478,-87.880258,2022-08-03,Alabama,Baldwin,Fairhope,31.0,0.033,7,0.0243505
171,1,3,30.497478,-87.880258,2022-08-05,Alabama,Baldwin,Fairhope,27.0,0.029,8,0.0208235
172,1,3,30.497478,-87.880258,2022-08-06,Alabama,Baldwin,Fairhope,23.0,0.025,7,0.0200255
173,1,3,30.497478,-87.880258,2022-08-07,Alabama,Baldwin,Fairhope,24.0,0.026,9,0.0155735
174,1,3,30.497478,-87.880258,2022-08-08,Alabama,Baldwin,Fairhope,27.0,0.029,7,0.0184105
175,1,3,30.497478,-87.880258,2022-08-09,Alabama,Baldwin,Fairhope,30.0,0.032,9,0.0242565
176,1,3,30.497478,-87.880258,2022-08-10,Alabama,Baldwin,Fairhope,24.0,0.026,7,0.017034
177,1,3,30.497478,-87.880258,2022-08-11,Alabama,Baldwin,Fairhope,31.0,0.034,9,0.0298674999999999
178,1,3,30.497478,-87.880258,2022-08-12,Alabama,Baldwin,Fairhope,25.0,0.027,7,0.018412
179,1,3,30.497478,-87.880258,2022-08-12,Alabama,Baldwin,Fairhope,26.0,0.028,0,0.020958
180,1,3,30.497478,-87.880258,2022-08-13,Alabama,Baldwin,Fairhope,27.0,0.029,9,0.019
181,1,3,30.497478,-87.880258,2022-08-14,Alabama,Baldwin,Fairhope,32.0,0.035,8,0.0205625
182,1,3,30.497478,-87.880258,2022-08-15,Alabama,Baldwin,Fairhope,34.0,0.037,11,0.026016
184,1,3,30.497478,-87.880258,2022-08-17,Alabama,Baldwin,Fairhope,45.0,0.049,9,0.0315355
185,1,3,30.497478,-87.880258,2022-08-18,Alabama,Baldwin,Fairhope,39.0,0.042,10,0.0267685
186,1,3,30.497478,-87.880258,2022-08-19,Alabama,Baldwin,Fairhope,28.0,0.03,9,0.017081
187,1,3,30.497478,-87.880258,2022-08-20,Alabama,Baldwin,Fairhope,24.0,0.026,7,0.0168795
188,1,3,30.497478,-87.880258,2022-08-21,Alabama,Baldwin,Fairhope,17.0,0.018,9,0.013045
189,1,3,30.497478,-87.880258,2022-08-22,Alabama,Baldwin,Fairhope,17.0,0.018,9,0.0101395
190,1,3,30.497478,-87.880258,2022-08-23,Alabama,Baldwin,Fairhope,17.0,0.018,8,0.012223
191,1,3,30.497478,-87.880258,2022-08-24,Alabama,Baldwin,Fairhope,20.0,0.022,9,0.0172425
192,1,3,30.497478,-87.880258,2022-08-25,Alabama,Baldwin,Fairhope,17.0,0.018,6,0.013792
193,1,3,30.497478,-87.880258,2022-08-25,Alabama,Baldwin,Fairhope,17.0,0.018,7,0.013235
194,1,3,30.497478,-87.880258,2022-08-26,Alabama,Baldwin,Fairhope,19.0,0.021,11,0.0109439999999999
195,1,3,30.497478,-87.880258,2022-08-27,Alabama,Baldwin,Fairhope,34.0,0.037,9,0.021115
197,1,3,30.497478,-87.880258,2022-08-29,Alabama,Baldwin,Fairhope,27.0,0.029,9,0.0164715
198,1,3,30.497478,-87.880258,2022-08-30,Alabama,Baldwin,Fairhope,29.0,0.031,8,0.0230085
199,1,3,30.497478,-87.880258,2022-08-31,Alabama,Baldwin,Fairhope,36.0,0.039,9,0.0292745
200,1,3,30.497478,-87.880258,2022-09-01,Alabama,Baldwin,Fairhope,40.0,0.043,10,0.0289155
201,1,3,30.497478,-87.880258,2022-09-02,Alabama,Baldwin,Fairhope,46.0,0.05,9,0.0297435
202,1,3,30.497478,-87.880258,2022-09-03,Alabama,Baldwin,Fairhope,31.0,0.033,7,0.0174705
203,1,3,30.497478,-87.880258,2022-09-04,Alabama,Baldwin,Fairhope,29.0,0.031,11,0.0218455
204,1,3,30.497478,-87.880258,2022-09-05,Alabama,Baldwin,Fairhope,25.0,0.027,7,0.0186544999999999
205,1,3,30.497478,-87.880258,2022-09-06,Alabama,Baldwin,Fairhope,45.0,0.049,10,0.0339934999999999
206,1,3,30.497478,-87.880258,2022-09-07,Alabama,Baldwin,Fairhope,39.0,0.042,9,0.0300964999999999
207,1,3,30.497478,-87.880258,2022-09-08,Alabama,Baldwin,Fairhope,31.0,0.033,9,0.024521
208,1,3,30.497478,-87.880258,2022-09-09,Alabama,Baldwin,Fairhope,25.0,0.027,10,0.017353
210,1,3,30.497478,-87.880258,2022-09-11,Alabama,Baldwin,Fairhope,27.0,0.029,11,0.023929
211,1,3,30.497478,-87.880258,2022-09-12,Alabama,Baldwin,Fairhope,32.0,0.035,8,0.027032
212,1,3,30.497478,-87.880258,2022-09-13,Alabama,Baldwin,Fairhope,36.0,0.039,9,0.030548
213,1,3,30.497478,-87.880258,2022-09-14,Alabama,Baldwin,Fairhope,44.0,0.047,10,0.0340909999999999
214,1,3,30.497478,-87.880258,2022-09-15,Alabama,Baldwin,Fairhope,46.0,0.05,10,0.03342
215,1,3,30.497478,-87.880258,2022-09-16,Alabama,Baldwin,Fairhope,43.0,0.046,10,0.0341225
216,1,3,30.497478,-87.880258,2022-09-17,Alabama,Baldwin,Fairhope,34.0,0.037,8,0.0255195
217,1,3,30.497478,-87.880258,2022-09-18,Alabama,Baldwin,Fairhope,31.0,0.033,9,0.0205255
218,1,3,30.497478,-87.880258,2022-09-19,Alabama,Baldwin,Fairhope,38.0,0.041,9,0.032593
219,1,3,30.497478,-87.880258,2022-09-20,Alabama,Baldwin,Fairhope,44.0,0.048,9,0.0362355
220,1,3,30.497478,-87.880258,2022-09-21,Alabama,Baldwin,Fairhope,42.0,0.045,10,0.0254824999999999
221,1,3,30.497478,-87.880258,2022-09-22,Alabama,Baldwin,Fairhope,51.0,0.055,11,0.045452
223,1,3,30.497478,-87.880258,2022-09-24,Alabama,Baldwin,Fairhope,44.0,0.048,9,0.0292085
224,1,3,30.497478,-87.880258,2022-09-25,Alabama,Baldwin,Fairhope,49.0,0.053,10,0.0324005
225,1,3,30.497478,-87.880258,2022-09-26,Alabama,Baldwin,Fairhope,43.0,0.046,10,0.039788
226,1,3,30.497478,-87.880258,2022-09-27,Alabama,Baldwin,Fairhope,41.0,0.044,9,0.040484
227,1,3,30.497478,-87.880258,2022-09-28,Alabama,Baldwin,Fairhope,44.0,0.047,10,0.0423505
228,1,3,30.497478,-87.880258,2022-09-29,Alabama,Baldwin,Fairhope,36.0,0.039,10,0.035538
229,1,3,30.497478,-87.880258,2022-09-30,Alabama,Baldwin,Fairhope,36.0,0.039,10,0.0329915
230,1,3,30.497478,-87.880258,2022-10-01,Alabama,Baldwin,Fairhope,41.0,0.044,11,0.037966
231,1,3,30.497478,-87.880258,2022-10-02,Alabama,Baldwin,Fairhope,42.0,0.045,8,0.0367795
232,1,3,30.497478,-87.880258,2022-10-03,Alabama,Baldwin,Fairhope,37.0,0.04,11,0.02968
233,1,3,30.497478,-87.880258,2022-10-04,Alabama,Baldwin,Fairhope,37.0,0.04,10,0.023113
234,1,3,30.497478,-87.880258,2022-10-05,Alabama,Baldwin,Fairhope,41.0,0.044,10,0.031284
236,1,3,30.497478,-87.880258,2022-10-07,Alabama,Baldwin,Fairhope,49.0,0.053,12,0.0389459999999999
237,1,3,30.497478,-87.880258,2022-10-08,Alabama,Baldwin,Fairhope,44.0,0.048,9,0.040365
238,1,3,30.497478,-87.880258,2022-10-09,Alabama,Baldwin,Fairhope,38.0,0.041,9,0.0367755
239,1,3,30.497478,-87.880258,2022-10-10,Alabama,Baldwin,Fairhope,46.0,0.05,9,0.0434155
240,1,3,30.497478,-87.880258,2022-10-11,Alabama,Baldwin,Fairhope,42.0,0.045,8,0.0331295
241,1,3,30.497478,-87.880258,2022-10-12,Alabama,Baldwin,Fairhope,22.0,0.024,8,0.0152315
242,1,3,30.497478,-87.880258,2022-10-13,Alabama,Baldwin,Fairhope,41.0,0.044,10,0.0280735
243,1,3,30.497478,-87.880258,2022-10-14,Alabama,Baldwin,Fairhope,43.0,0.046,10,0.024898
244,1,3,30.497478,-87.880258,2022-10-15,Alabama,Baldwin,Fairhope,46.0,0.05,10,0.0256225
245,1,3,30.497478,-87.880258,2022-10-16,Alabama,Baldwin,Fairhope,45.0,0.049,10,0.029702
246,1,3,30.497478,-87.880258,2022-10-17,Alabama,Baldwin,Fairhope,36.0,0.039,9,0.033308
247,1,3,30.497478,-87.880258,2022-10-18,Alabama,Baldwin,Fairhope,36.0,0.039,9,0.033942
249,1,3,30.497478,-87.880258,2022-10-20,Alabama,Baldwin,Fairhope,37.0,0.04,10,0.0250995
250,1,3,30.497478,-87.880258,2022-10-21,Alabama,Baldwin,Fairhope,67.0,0.06,10,0.034668
251,1,3,30.497478,-87.880258,2022-10-22,Alabama,Baldwin,Fairhope,48.0,0.052,9,0.0333115
252,1,3,30.497478,-87.880258,2022-10-23,Alabama,Baldwin,Fairhope,45.0,0.049,9,0.0342905
253,1,3,30.497478,-87.880258,2022-10-24,Alabama,Baldwin,Fairhope,39.0,0.042,10,0.03618
254,1,3,30.497478,-87.880258,2022-10-25,Alabama,Baldwin,Fairhope,30.0,0.032,7,0.030059
255,1,3,30.497478,-87.880258,2022-10-25,Alabama,Baldwin,Fairhope,33.0,0.036,0,0.0315
256,1,3,30.497478,-87.880258,2022-10-26,Alabama,Baldwin,Fairhope,34.0,0.037,10,0.0291115
