,State Code,County Code,Latitude,Longitude,Date Local,State Name,County Name,City Name,AQI PM 2.5,1st Max Value PM 2.5,1st Max Hour PM 2.5,Arithmetic Mean PM 2.5
24925,6,7,39.76168,-121.84047,2022-12-19,California,Butte,Chico,62.0,17.5,0,17.5
24927,6,7,39.76168,-121.84047,2022-12-21,California,Butte,Chico,87.0,29.2,0,29.2
24929,6,7,39.76168,-121.84047,2022-12-23,California,Butte,Chico,79.0,25.5,0,25.5
24932,6,7,39.76168,-121.84047,2022-12-26,California,Butte,Chico,53.0,13.0,0,13.0
24934,6,7,39.76168,-121.84047,2022-12-28,California,Butte,Chico,40.0,9.6,0,9.6
24936,6,7,39.76168,-121.84047,2022-12-30,California,Butte,Chico,3.0,0.7,0,0.7
24939,6,7,39.76168,-121.84047,2023-01-03,California,Butte,Chico,30.0,7.1,0,7.1
24941,6,7,39.76168,-121.84047,2023-01-05,California,Butte,Chico,10.0,2.4,0,2.4
24943,6,7,39.76168,-121.84047,2023-01-07,California,Butte,Chico,8.0,1.8,0,1.8
24945,6,7,39.76168,-121.84047,2023-01-09,California,Butte,Chico,17.0,4.0,0,4.0
24947,6,7,39.76168,-121.84047,2023-01-11,California,Butte,Chico,13.0,3.0,0,3.0
24949,6,7,39.76168,-121.84047,2023-01-13,California,Butte,Chico,11.0,2.7,0,2.7
24951,6,7,39.76168,-121.84047,2023-01-15,California,Butte,Chico,9.0,2.1,0,2.1
24953,6,7,39.76168,-121.84047,2023-01-17,California,Butte,Chico,48.0,11.5,0,11.5
24955,6,7,39.76168,-121.84047,2023-01-19,California,Butte,Chico,17.0,4.1,0,4.1
24958,6,7,39.76168,-121.84047,2023-01-22,California,Butte,Chico,34.0,8.1,0,8.1
24960,6,7,39.76168,-121.84047,2023-01-24,California,Butte,Chico,49.0,11.8,0,11.8
24962,6,7,39.76168,-121.84047,2023-01-26,California,Butte,Chico,37.0,8.8,0,8.8
24964,6,7,39.76168,-121.84047,2023-02-08,California,Butte,Chico,60.0,16.5,0,16.5
24966,6,7,39.76168,-121.84047,2023-02-10,California,Butte,Chico,46.0,11.0,0,11.0
24968,6,7,39.76168,-121.84047,2023-02-12,California,Butte,Chico,30.0,7.3,0,7.3
24970,6,7,39.76168,-121.84047,2023-02-14,California,Butte,Chico,7.0,1.7,0,1.7
24972,6,7,39.76168,-121.84047,2023-02-16,California,Butte,Chico,58.0,15.6,0,15.6
24974,6,7,39.76168,-121.84047,2023-02-18,California,Butte,Chico,60.0,16.6,0,16.6
24977,6,7,39.76168,-121.84047,2023-02-21,California,Butte,Chico,34.0,8.2,0,8.2
24979,6,7,39.76168,-121.84047,2023-02-23,California,Butte,Chico,14.0,3.3,0,3.3
24981,6,7,39.76168,-121.84047,2023-02-25,California,Butte,Chico,23.0,5.4,0,5.4
24984,6,7,39.76168,-121.84047,2023-02-28,California,Butte,Chico,17.0,4.0,0,4.0
24986,6,7,39.76168,-121.84047,2023-03-02,California,Butte,Chico,22.0,5.3,0,5.3
24988,6,7,39.76168,-121.84047,2023-03-04,California,Butte,Chico,16.0,3.9,0,3.9
24990,6,7,39.76168,-121.84047,2023-03-06,California,Butte,Chico,12.0,2.8,0,2.8
24992,6,7,39.76168,-121.84047,2023-03-08,California,Butte,Chico,6.0,1.5,0,1.5
24994,6,7,39.76168,-121.84047,2023-03-10,California,Butte,Chico,9.0,2.2,0,2.2
24996,6,7,39.76168,-121.84047,2023-03-12,California,Butte,Chico,13.0,3.0,0,3.0
24998,6,7,39.76168,-121.84047,2023-03-14,California,Butte,Chico,6.0,1.4,0,1.4
25000,6,7,39.76168,-121.84047,2023-03-16,California,Butte,Chico,25.0,6.1,0,6.1
25002,6,7,39.76168,-121.84047,2023-03-18,California,Butte,Chico,38.0,9.0,0,9.0
25004,6,7,39.76168,-121.84047,2023-03-20,California,Butte,Chico,15.0,3.5,0,3.5
25007,6,7,39.76168,-121.84047,2023-03-23,California,Butte,Chico,10.0,2.5,0,2.5
25009,6,7,39.76168,-121.84047,2023-03-25,California,Butte,Chico,9.0,2.2,0,2.2
25012,6,7,39.76168,-121.84047,2023-03-28,California,Butte,Chico,15.0,3.6,0,3.6
25015,6,7,39.76168,-121.84047,2023-03-31,California,Butte,Chico,18.0,4.2,0,4.2
25018,6,7,39.76168,-121.84047,2023-04-03,California,Butte,Chico,7.0,1.6,0,1.6
25020,6,7,39.76168,-121.84047,2023-04-05,California,Butte,Chico,16.0,3.8,0,3.8
25022,6,7,39.76168,-121.84047,2023-04-07,California,Butte,Chico,16.0,3.9,0,3.9
25025,6,7,39.76168,-121.84047,2023-04-10,California,Butte,Chico,23.0,5.6,0,5.6
25027,6,7,39.76168,-121.84047,2023-04-12,California,Butte,Chico,4.0,1.0,0,1.0
25029,6,7,39.76168,-121.84047,2023-04-14,California,Butte,Chico,17.0,4.0,0,4.0
25032,6,7,39.76168,-121.84047,2023-04-17,California,Butte,Chico,22.0,5.3,0,5.3
25034,6,7,39.76168,-121.84047,2023-04-19,California,Butte,Chico,18.0,4.4,0,4.4
25036,6,7,39.76168,-121.84047,2023-04-21,California,Butte,Chico,11.0,2.7,0,2.7
25039,6,7,39.76168,-121.84047,2023-04-27,California,Butte,Chico,30.0,7.1,0,7.1
25041,6,7,39.76168,-121.84047,2023-04-29,California,Butte,Chico,34.0,8.2,0,8.2
25043,6,7,39.76168,-121.84047,2023-05-01,California,Butte,Chico,20.0,4.8,0,4.8
25045,6,7,39.76168,-121.84047,2023-05-07,California,Butte,Chico,13.0,3.2,0,3.2
25047,6,7,39.76168,-121.84047,2023-05-09,California,Butte,Chico,20.0,4.8,0,4.8
25049,6,7,39.76168,-121.84047,2023-05-11,California,Butte,Chico,32.0,7.7,0,7.7
25052,6,7,39.76168,-121.84047,2023-05-14,California,Butte,Chico,22.0,5.2,0,5.2
25054,6,7,39.76168,-121.84047,2023-05-16,California,Butte,Chico,33.0,7.9,0,7.9
25056,6,7,39.76168,-121.84047,2023-05-18,California,Butte,Chico,36.0,8.6,0,8.6
25059,6,7,39.76168,-121.84047,2023-05-21,California,Butte,Chico,35.0,8.3,0,8.3
25061,6,7,39.76168,-121.84047,2023-05-23,California,Butte,Chico,47.0,11.3,0,11.3
25063,6,7,39.76168,-121.84047,2023-05-25,California,Butte,Chico,44.0,10.5,0,10.5
25065,6,7,39.76168,-121.84047,2023-05-27,California,Butte,Chico,25.0,6.0,0,6.0
25067,6,7,39.76168,-121.84047,2023-05-29,California,Butte,Chico,31.0,7.4,0,7.4
25069,6,7,39.76168,-121.84047,2023-05-31,California,Butte,Chico,25.0,6.0,0,6.0
25072,6,9,38.20185,-120.680277,2022-01-11,California,Calaveras,San Andreas,38.0,9.1,0,9.1
25074,6,9,38.20185,-120.680277,2022-01-13,California,Calaveras,San Andreas,45.0,10.7,0,10.7
25076,6,9,38.20185,-120.680277,2022-01-15,California,Calaveras,San Andreas,48.0,11.5,0,11.5
25079,6,9,38.20185,-120.680277,2022-01-18,California,Calaveras,San Andreas,60.0,16.4,0,16.4
25081,6,9,38.20185,-120.680277,2022-01-20,California,Calaveras,San Andreas,59.0,16.0,0,16.0
25082,6,9,38.20185,-120.680277,2022-01-21,California,Calaveras,San Andreas,36.0,8.6,0,8.6
25084,6,9,38.20185,-120.680277,2022-01-23,California,Calaveras,San Andreas,51.0,12.3,0,12.3
25085,6,9,38.20185,-120.680277,2022-01-24,California,Calaveras,San Andreas,43.0,10.2,0,10.2
25086,6,9,38.20185,-120.680277,2022-01-25,California,Calaveras,San Andreas,54.0,13.5,0,13.5
25088,6,9,38.20185,-120.680277,2022-01-27,California,Calaveras,San Andreas,35.0,8.5,0,8.5
25089,6,9,38.20185,-120.680277,2022-01-28,California,Calaveras,San Andreas,54.0,13.5,0,13.5
25090,6,9,38.20185,-120.680277,2022-01-29,California,Calaveras,San Andreas,52.0,12.8,0,12.8
25093,6,9,38.20185,-120.680277,2022-02-01,California,Calaveras,San Andreas,44.0,10.5,0,10.5
25094,6,9,38.20185,-120.680277,2022-02-02,California,Calaveras,San Andreas,51.0,12.1,0,12.1
25095,6,9,38.20185,-120.680277,2022-02-03,California,Calaveras,San Andreas,59.0,16.1,0,16.1
25097,6,9,38.20185,-120.680277,2022-02-05,California,Calaveras,San Andreas,51.0,12.3,0,12.3
25098,6,9,38.20185,-120.680277,2022-02-06,California,Calaveras,San Andreas,55.0,14.0,0,14.0
25099,6,9,38.20185,-120.680277,2022-02-07,California,Calaveras,San Andreas,40.0,9.5,0,9.5
25101,6,9,38.20185,-120.680277,2022-02-09,California,Calaveras,San Andreas,42.0,10.0,0,10.0
25102,6,9,38.20185,-120.680277,2022-02-10,California,Calaveras,San Andreas,41.0,9.8,0,9.8
25103,6,9,38.20185,-120.680277,2022-02-11,California,Calaveras,San Andreas,45.0,10.8,0,10.8
25106,6,9,38.20185,-120.680277,2022-02-14,California,Calaveras,San Andreas,27.0,6.4,0,6.4
25108,6,9,38.20185,-120.680277,2022-02-16,California,Calaveras,San Andreas,20.0,4.8,0,4.8
25110,6,9,38.20185,-120.680277,2022-02-18,California,Calaveras,San Andreas,38.0,9.2,0,9.2
25111,6,9,38.20185,-120.680277,2022-02-19,California,Calaveras,San Andreas,47.0,11.2,0,11.2
25113,6,9,38.20185,-120.680277,2022-02-21,California,Calaveras,San Andreas,17.0,4.1,0,4.1
25115,6,9,38.20185,-120.680277,2022-02-23,California,Calaveras,San Andreas,30.0,7.3,0,7.3
25117,6,9,38.20185,-120.680277,2022-02-25,California,Calaveras,San Andreas,32.0,7.7,0,7.7
25118,6,9,38.20185,-120.680277,2022-02-26,California,Calaveras,San Andreas,38.0,9.2,0,9.2
25120,6,9,38.20185,-120.680277,2022-02-28,California,Calaveras,San Andreas,30.0,7.1,0,7.1
25122,6,9,38.20185,-120.680277,2022-03-02,California,Calaveras,San Andreas,31.0,7.4,0,7.4
25124,6,9,38.20185,-120.680277,2022-03-04,California,Calaveras,San Andreas,31.0,7.4,0,7.4
25126,6,9,38.20185,-120.680277,2022-03-06,California,Calaveras,San Andreas,30.0,7.1,0,7.1
25128,6,9,38.20185,-120.680277,2022-03-08,California,Calaveras,San Andreas,30.0,7.2,0,7.2
25130,6,9,38.20185,-120.680277,2022-03-10,California,Calaveras,San Andreas,14.0,3.3,0,3.3
25132,6,9,38.20185,-120.680277,2022-03-12,California,Calaveras,San Andreas,13.0,3.1,0,3.1
25135,6,9,38.20185,-120.680277,2022-03-15,California,Calaveras,San Andreas,23.0,5.5,0,5.5
25137,6,9,38.20185,-120.680277,2022-03-17,California,Calaveras,San Andreas,23.0,5.5,0,5.5
25139,6,9,38.20185,-120.680277,2022-03-19,California,Calaveras,San Andreas,25.0,5.9,0,5.9
25142,6,9,38.20185,-120.680277,2022-03-22,California,Calaveras,San Andreas,27.0,6.5,0,6.5
25144,6,9,38.20185,-120.680277,2022-03-24,California,Calaveras,San Andreas,25.0,6.0,0,6.0
25146,6,9,38.20185,-120.680277,2022-03-26,California,Calaveras,San Andreas,19.0,4.5,0,4.5
25149,6,9,38.20185,-120.680277,2022-03-29,California,Calaveras,San Andreas,15.0,3.5,0,3.5
25151,6,9,38.20185,-120.680277,2022-03-31,California,Calaveras,San Andreas,25.0,6.0,0,6.0
25153,6,9,38.20185,-120.680277,2022-04-02,California,Calaveras,San Andreas,21.0,5.0,0,5.0
25155,6,9,38.20185,-120.680277,2022-04-04,California,Calaveras,San Andreas,18.0,4.4,0,4.4
25157,6,9,38.20185,-120.680277,2022-04-06,California,Calaveras,San Andreas,15.0,3.7,0,3.7
25159,6,9,38.20185,-120.680277,2022-04-08,California,Calaveras,San Andreas,24.0,5.8,0,5.8
25162,6,9,38.20185,-120.680277,2022-04-11,California,Calaveras,San Andreas,11.0,2.7,0,2.7
25164,6,9,38.20185,-120.680277,2022-04-13,California,Calaveras,San Andreas,20.0,4.8,0,4.8
25166,6,9,38.20185,-120.680277,2022-04-15,California,Calaveras,San Andreas,6.0,1.5,0,1.5
25168,6,9,38.20185,-120.680277,2022-04-17,California,Calaveras,San Andreas,13.0,3.1,0,3.1
25170,6,9,38.20185,-120.680277,2022-04-19,California,Calaveras,San Andreas,12.0,2.9,0,2.9
25172,6,9,38.20185,-120.680277,2022-04-21,California,Calaveras,San Andreas,15.0,3.6,0,3.6
25175,6,9,38.20185,-120.680277,2022-04-24,California,Calaveras,San Andreas,9.0,2.2,0,2.2
25176,6,9,38.20185,-120.680277,2022-04-25,California,Calaveras,San Andreas,19.0,4.5,0,4.5
25178,6,9,38.20185,-120.680277,2022-04-29,California,Calaveras,San Andreas,25.0,6.1,0,6.1
25180,6,9,38.20185,-120.680277,2022-05-01,California,Calaveras,San Andreas,15.0,3.5,0,3.5
25182,6,9,38.20185,-120.680277,2022-05-03,California,Calaveras,San Andreas,12.0,2.8,0,2.8
25184,6,9,38.20185,-120.680277,2022-05-05,California,Calaveras,San Andreas,15.0,3.7,0,3.7
25186,6,9,38.20185,-120.680277,2022-05-07,California,Calaveras,San Andreas,20.0,4.8,0,4.8
25188,6,9,38.20185,-120.680277,2022-05-09,California,Calaveras,San Andreas,15.0,3.5,0,3.5
25190,6,9,38.20185,-120.680277,2022-05-11,California,Calaveras,San Andreas,8.0,1.8,0,1.8
25193,6,9,38.20185,-120.680277,2022-05-14,California,Calaveras,San Andreas,15.0,3.5,0,3.5
25196,6,9,38.20185,-120.680277,2022-05-17,California,Calaveras,San Andreas,25.0,6.0,0,6.0
25199,6,9,38.20185,-120.680277,2022-05-20,California,Calaveras,San Andreas,10.0,2.5,0,2.5
25202,6,9,38.20185,-120.680277,2022-05-23,California,Calaveras,San Andreas,20.0,4.8,0,4.8
25205,6,9,38.20185,-120.680277,2022-05-26,California,Calaveras,San Andreas,18.0,4.3,0,4.3
25208,6,9,38.20185,-120.680277,2022-05-29,California,Calaveras,San Andreas,6.0,1.4,0,1.4
25211,6,9,38.20185,-120.680277,2022-06-01,California,Calaveras,San Andreas,13.0,3.2,0,3.2
25213,6,9,38.20185,-120.680277,2022-06-03,California,Calaveras,San Andreas,6.0,1.5,0,1.5
25215,6,9,38.20185,-120.680277,2022-06-05,California,Calaveras,San Andreas,10.0,2.5,0,2.5
25218,6,9,38.20185,-120.680277,2022-06-08,California,Calaveras,San Andreas,9.0,2.2,0,2.2
25220,6,9,38.20185,-120.680277,2022-06-10,California,Calaveras,San Andreas,17.0,4.0,0,4.0
25222,6,9,38.20185,-120.680277,2022-06-12,California,Calaveras,San Andreas,4.0,1.0,0,1.0
25225,6,9,38.20185,-120.680277,2022-06-15,California,Calaveras,San Andreas,13.0,3.2,0,3.2
25227,6,9,38.20185,-120.680277,2022-06-17,California,Calaveras,San Andreas,13.0,3.1,0,3.1
25229,6,9,38.20185,-120.680277,2022-06-19,California,Calaveras,San Andreas,9.0,2.1,0,2.1
25232,6,9,38.20185,-120.680277,2022-06-22,California,Calaveras,San Andreas,18.0,4.3,0,4.3
25234,6,9,38.20185,-120.680277,2022-06-24,California,Calaveras,San Andreas,17.0,4.0,0,4.0
25236,6,9,38.20185,-120.680277,2022-06-26,California,Calaveras,San Andreas,12.0,2.9,0,2.9
25239,6,9,38.20185,-120.680277,2022-06-29,California,Calaveras,San Andreas,15.0,3.5,0,3.5
25241,6,9,38.20185,-120.680277,2022-07-01,California,Calaveras,San Andreas,19.0,4.5,0,4.5
25243,6,9,38.20185,-120.680277,2022-07-03,California,Calaveras,San Andreas,19.0,4.5,0,4.5
25245,6,9,38.20185,-120.680277,2022-07-05,California,Calaveras,San Andreas,29.0,7.0,0,7.0
25247,6,9,38.20185,-120.680277,2022-07-07,California,Calaveras,San Andreas,12.0,2.9,0,2.9
25249,6,9,38.20185,-120.680277,2022-07-09,California,Calaveras,San Andreas,15.0,3.7,0,3.7
25252,6,9,38.20185,-120.680277,2022-07-12,California,Calaveras,San Andreas,17.0,4.1,0,4.1
25254,6,9,38.20185,-120.680277,2022-07-14,California,Calaveras,San Andreas,22.0,5.3,0,5.3
25256,6,9,38.20185,-120.680277,2022-07-16,California,Calaveras,San Andreas,25.0,6.0,0,6.0
25258,6,9,38.20185,-120.680277,2022-07-18,California,Calaveras,San Andreas,19.0,4.6,0,4.6
25260,6,9,38.20185,-120.680277,2022-07-20,California,Calaveras,San Andreas,11.0,2.7,0,2.7
25262,6,9,38.20185,-120.680277,2022-07-22,California,Calaveras,San Andreas,13.0,3.0,0,3.0
25265,6,9,38.20185,-120.680277,2022-07-25,California,Calaveras,San Andreas,21.0,5.1,0,5.1
25267,6,9,38.20185,-120.680277,2022-07-27,California,Calaveras,San Andreas,12.0,2.8,0,2.8
25269,6,9,38.20185,-120.680277,2022-07-29,California,Calaveras,San Andreas,22.0,5.3,0,5.3
25271,6,9,38.20185,-120.680277,2022-07-31,California,Calaveras,San Andreas,21.0,5.0,0,5.0
25273,6,9,38.20185,-120.680277,2022-08-02,California,Calaveras,San Andreas,25.0,6.0,0,6.0
25274,6,9,38.20185,-120.680277,2022-08-03,California,Calaveras,San Andreas,19.0,4.5,0,4.5
25275,6,9,38.20185,-120.680277,2022-08-04,California,Calaveras,San Andreas,16.0,3.8,0,3.8
25276,6,9,38.20185,-120.680277,2022-08-05,California,Calaveras,San Andreas,19.0,4.6,0,4.6
25277,6,9,38.20185,-120.680277,2022-08-06,California,Calaveras,San Andreas,50.0,12.0,0,12.0
25283,6,9,38.20185,-120.680277,2022-08-12,California,Calaveras,San Andreas,13.0,3.1,0,3.1
25287,6,9,38.20185,-120.680277,2022-08-16,California,Calaveras,San Andreas,31.0,7.5,0,7.5
25291,6,9,38.20185,-120.680277,2022-08-20,California,Calaveras,San Andreas,21.0,5.1,0,5.1
25297,6,9,38.20185,-120.680277,2022-08-26,California,Calaveras,San Andreas,22.0,5.3,0,5.3
25301,6,9,38.20185,-120.680277,2022-08-30,California,Calaveras,San Andreas,30.0,7.1,0,7.1
25305,6,9,38.20185,-120.680277,2022-09-03,California,Calaveras,San Andreas,12.0,2.9,0,2.9
25311,6,9,38.20185,-120.680277,2022-09-09,California,Calaveras,San Andreas,80.0,25.9,0,25.9
25315,6,9,38.20185,-120.680277,2022-09-13,California,Calaveras,San Andreas,23.0,5.4,0,5.4
25319,6,9,38.20185,-120.680277,2022-09-17,California,Calaveras,San Andreas,42.0,10.0,0,10.0
25325,6,9,38.20185,-120.680277,2022-09-23,California,Calaveras,San Andreas,10.0,2.5,0,2.5
25333,6,9,38.20185,-120.680277,2022-10-01,California,Calaveras,San Andreas,15.0,3.6,0,3.6
25337,6,9,38.20185,-120.680277,2022-10-05,California,Calaveras,San Andreas,21.0,5.0,0,5.0
25343,6,9,38.20185,-120.680277,2022-10-11,California,Calaveras,San Andreas,15.0,3.7,0,3.7
25347,6,9,38.20185,-120.680277,2022-10-15,California,Calaveras,San Andreas,25.0,6.0,0,6.0
25351,6,9,38.20185,-120.680277,2022-10-19,California,Calaveras,San Andreas,27.0,6.5,0,6.5
25357,6,9,38.20185,-120.680277,2022-10-25,California,Calaveras,San Andreas,10.0,2.5,0,2.5
25361,6,9,38.20185,-120.680277,2022-10-29,California,Calaveras,San Andreas,24.0,5.7,0,5.7
25369,6,9,38.20185,-120.680277,2022-11-06,California,Calaveras,San Andreas,32.0,7.6,0,7.6
25375,6,9,38.20185,-120.680277,2022-11-12,California,Calaveras,San Andreas,30.0,7.3,0,7.3
25379,6,9,38.20185,-120.680277,2022-11-16,California,Calaveras,San Andreas,31.0,7.4,0,7.4
25383,6,9,38.20185,-120.680277,2022-11-20,California,Calaveras,San Andreas,25.0,6.0,0,6.0
25389,6,9,38.20185,-120.680277,2022-11-26,California,Calaveras,San Andreas,34.0,8.1,0,8.1
25397,6,9,38.20185,-120.680277,2022-12-04,California,Calaveras,San Andreas,15.0,3.7,0,3.7
25401,6,9,38.20185,-120.680277,2022-12-08,California,Calaveras,San Andreas,23.0,5.5,0,5.5
25407,6,9,38.20185,-120.680277,2022-12-14,California,Calaveras,San Andreas,32.0,7.7,0,7.7
25411,6,9,38.20185,-120.680277,2022-12-18,California,Calaveras,San Andreas,53.0,13.2,0,13.2
25415,6,9,38.20185,-120.680277,2022-12-22,California,Calaveras,San Andreas,53.0,13.2,0,13.2
25421,6,9,38.20185,-120.680277,2022-12-28,California,Calaveras,San Andreas,12.0,2.9,0,2.9
25425,6,9,38.20185,-120.680277,2023-01-02,California,Calaveras,San Andreas,10.0,2.5,0,2.5
25429,6,9,38.20185,-120.680277,2023-01-06,California,Calaveras,San Andreas,13.0,3.0,0,3.0
25435,6,9,38.20185,-120.680277,2023-01-12,California,Calaveras,San Andreas,5.0,1.1,0,1.1
25441,6,9,38.20185,-120.680277,2023-01-25,California,Calaveras,San Andreas,56.0,14.5,0,14.5
25445,6,9,38.20185,-120.680277,2023-01-29,California,Calaveras,San Andreas,48.0,11.4,0,11.4
25447,6,9,38.20185,-120.680277,2023-01-31,California,Calaveras,San Andreas,34.0,8.1,0,8.1
25450,6,9,38.20185,-120.680277,2023-02-03,California,Calaveras,San Andreas,19.0,4.5,0,4.5
25452,6,9,38.20185,-120.680277,2023-02-05,California,Calaveras,San Andreas,12.0,2.8,0,2.8
25456,6,9,38.20185,-120.680277,2023-02-09,California,Calaveras,San Andreas,40.0,9.6,0,9.6
25462,6,9,38.20185,-120.680277,2023-02-15,California,Calaveras,San Andreas,23.0,5.5,0,5.5
25464,6,9,38.20185,-120.680277,2023-02-17,California,Calaveras,San Andreas,20.0,4.8,0,4.8
25466,6,9,38.20185,-120.680277,2023-02-19,California,Calaveras,San Andreas,49.0,11.8,0,11.8
25469,6,9,38.20185,-120.680277,2023-02-22,California,Calaveras,San Andreas,9.0,2.2,0,2.2
25473,6,9,38.20185,-120.680277,2023-02-26,California,Calaveras,San Andreas,9.0,2.2,0,2.2
25475,6,9,38.20185,-120.680277,2023-02-28,California,Calaveras,San Andreas,10.0,2.3,0,2.3
25477,6,9,38.20185,-120.680277,2023-03-02,California,Calaveras,San Andreas,19.0,4.5,0,4.5
25481,6,9,38.20185,-120.680277,2023-03-06,California,Calaveras,San Andreas,16.0,3.9,0,3.9
25485,6,9,38.20185,-120.680277,2023-03-10,California,Calaveras,San Andreas,5.0,1.2,0,1.2
25488,6,9,38.20185,-120.680277,2023-03-13,California,Calaveras,San Andreas,5.0,1.1,0,1.1
25490,6,9,38.20185,-120.680277,2023-03-15,California,Calaveras,San Andreas,11.0,2.6,0,2.6
25494,6,9,38.20185,-120.680277,2023-03-19,California,Calaveras,San Andreas,8.0,1.8,0,1.8
25497,6,9,38.20185,-120.680277,2023-03-22,California,Calaveras,San Andreas,10.0,2.4,0,2.4
25499,6,9,38.20185,-120.680277,2023-03-24,California,Calaveras,San Andreas,10.0,2.5,0,2.5
25501,6,9,38.20185,-120.680277,2023-03-26,California,Calaveras,San Andreas,32.0,7.6,0,7.6
25504,6,9,38.20185,-120.680277,2023-03-29,California,Calaveras,San Andreas,5.0,1.2,0,1.2
25506,6,9,38.20185,-120.680277,2023-03-31,California,Calaveras,San Andreas,15.0,3.7,0,3.7
25510,6,9,38.20185,-120.680277,2023-04-04,California,Calaveras,San Andreas,11.0,2.6,0,2.6
25513,6,9,38.20185,-120.680277,2023-04-07,California,Calaveras,San Andreas,15.0,3.7,0,3.7
25517,6,9,38.20185,-120.680277,2023-04-11,California,Calaveras,San Andreas,8.0,1.9,0,1.9
25521,6,9,38.20185,-120.680277,2023-04-15,California,Calaveras,San Andreas,20.0,4.9,0,4.9
25523,6,9,38.20185,-120.680277,2023-04-17,California,Calaveras,San Andreas,17.0,4.0,0,4.0
25525,6,9,38.20185,-120.680277,2023-04-19,California,Calaveras,San Andreas,15.0,3.5,0,3.5
25529,6,9,38.20185,-120.680277,2023-04-23,California,Calaveras,San Andreas,8.0,1.8,0,1.8
25535,6,9,38.20185,-120.680277,2023-04-29,California,Calaveras,San Andreas,24.0,5.8,0,5.8
25537,6,9,38.20185,-120.680277,2023-05-01,California,Calaveras,San Andreas,6.0,1.5,0,1.5
25541,6,9,38.20185,-120.680277,2023-05-05,California,Calaveras,San Andreas,9.0,2.2,0,2.2
25547,6,9,38.20185,-120.680277,2023-05-11,California,Calaveras,San Andreas,15.0,3.5,0,3.5
25551,6,9,38.20185,-120.680277,2023-05-15,California,Calaveras,San Andreas,20.0,4.8,0,4.8
25555,6,9,38.20185,-120.680277,2023-05-19,California,Calaveras,San Andreas,25.0,6.1,0,6.1
25557,6,9,38.20185,-120.680277,2023-05-21,California,Calaveras,San Andreas,25.0,6.0,0,6.0
25559,6,9,38.20185,-120.680277,2023-05-23,California,Calaveras,San Andreas,35.0,8.5,0,8.5
25561,6,9,38.20185,-120.680277,2023-05-25,California,Calaveras,San Andreas,30.0,7.2,0,7.2
25563,6,9,38.20185,-120.680277,2023-05-27,California,Calaveras,San Andreas,19.0,4.5,0,4.5
25566,6,9,38.20185,-120.680277,2023-05-30,California,Calaveras,San Andreas,9.0,2.1,0,2.1
25568,6,9,38.20185,-120.680277,2023-06-01,California,Calaveras,San Andreas,31.0,7.4,0,7.4
25572,6,9,38.20185,-120.680277,2023-06-05,California,Calaveras,San Andreas,33.0,8.0,0,8.0
25574,6,9,38.20185,-120.680277,2023-06-07,California,Calaveras,San Andreas,22.0,5.2,0,5.2
25578,6,9,38.20185,-120.680277,2023-06-11,California,Calaveras,San Andreas,19.0,4.6,0,4.6
25584,6,9,38.20185,-120.680277,2023-06-17,California,Calaveras,San Andreas,38.0,9.2,0,9.2
25586,6,9,38.20185,-120.680277,2023-06-19,California,Calaveras,San Andreas,9.0,2.2,0,2.2
25588,6,9,38.20185,-120.680277,2023-06-21,California,Calaveras,San Andreas,8.0,1.8,0,1.8
25591,6,9,38.20185,-120.680277,2023-06-24,California,Calaveras,San Andreas,18.0,4.2,0,4.2
25593,6,9,38.20185,-120.680277,2023-06-26,California,Calaveras,San Andreas,18.0,4.2,0,4.2
25595,6,9,38.20185,-120.680277,2023-06-28,California,Calaveras,San Andreas,23.0,5.5,0,5.5
25598,6,11,39.021221,-122.281803,2022-01-01,California,Colusa,Cortina Indian Rancheria,38.0,9.1,0,9.1
25600,6,11,39.021221,-122.281803,2022-01-03,California,Colusa,Cortina Indian Rancheria,45.0,10.8,0,10.8
25602,6,11,39.021221,-122.281803,2022-01-07,California,Colusa,Cortina Indian Rancheria,40.0,9.6,0,9.6
25605,6,11,39.021221,-122.281803,2022-01-10,California,Colusa,Cortina Indian Rancheria,37.0,8.8,0,8.8
25609,6,11,39.021221,-122.281803,2022-01-14,California,Colusa,Cortina Indian Rancheria,38.0,9.2,0,9.2
25611,6,11,39.021221,-122.281803,2022-01-16,California,Colusa,Cortina Indian Rancheria,42.0,10.0,0,10.0
25617,6,11,39.021221,-122.281803,2022-01-22,California,Colusa,Cortina Indian Rancheria,35.0,8.4,0,8.4
25621,6,11,39.021221,-122.281803,2022-02-24,California,Colusa,Cortina Indian Rancheria,42.0,10.0,0,10.0
25623,6,11,39.021221,-122.281803,2022-02-26,California,Colusa,Cortina Indian Rancheria,44.0,10.6,0,10.6
25626,6,11,39.021221,-122.281803,2022-03-01,California,Colusa,Cortina Indian Rancheria,54.0,13.7,0,13.7
25628,6,11,39.021221,-122.281803,2022-03-03,California,Colusa,Cortina Indian Rancheria,48.0,11.4,0,11.4
25632,6,11,39.021221,-122.281803,2022-03-07,California,Colusa,Cortina Indian Rancheria,47.0,11.2,0,11.2
25635,6,11,39.021221,-122.281803,2022-03-10,California,Colusa,Cortina Indian Rancheria,40.0,9.5,0,9.5
25637,6,11,39.021221,-122.281803,2022-03-12,California,Colusa,Cortina Indian Rancheria,45.0,10.9,0,10.9
25639,6,11,39.021221,-122.281803,2022-03-14,California,Colusa,Cortina Indian Rancheria,52.0,12.5,0,12.5
